Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Brake Torque (Nm)
0,4.0,16.904796267648585,12.904796267648585,34.45010999785753,77.52399202159165,-0.0,0.0
1,4.0,17.201392833571695,13.201392833571695,33.982068265098384,77.52401184325929,630.0,0.0
2,4.0,17.51620950012765,13.516209500127651,33.496378960605206,77.52400387851037,630.0,0.0
3,4.0,17.990048574253397,13.990048574253397,32.737704332935614,77.52398721516305,630.0,0.0
4,4.0,18.51619440155778,14.51619440155778,31.92976094775669,77.52397478889871,630.0,0.0
5,4.0,19.238559559931222,15.238559559931222,30.851036344453128,77.52396609381937,630.0,0.0
6,4.0,19.940698668111672,15.940698668111672,29.88324960871675,77.52395996021171,630.0,0.0
7,4.0,20.822980047136554,16.822980047136554,28.733182992306727,77.5239556918789,630.0,0.0
8,4.0,21.647049319372048,17.647049319372048,27.753419424036892,77.52395268827931,630.0,0.0
9,4.0,22.688565784324506,18.688565784324506,26.590639185850463,77.52395063321848,630.0,0.0
10,4.0,24.410047048346772,20.410047048346772,24.82121440148209,77.52396737962694,630.0,0.0
11,4.0,30.056004352476194,26.056004352476194,20.251011016376125,77.52399281623988,630.0,0.0
12,4.0,38.768485313764735,34.768485313764735,15.777513408360269,77.52402905165106,630.0,0.0
13,4.0,54.25077425636031,50.25077425636031,11.334391003904743,77.52403918907251,-0.0,0.0
14,4.0,89.0296207012238,85.0296207012238,6.945431046996263,77.52403182068818,-0.0,0.0
15,4.0,83.12650750128624,79.12650750128624,7.4809337583390825,77.52402874610972,-0.0,0.0
16,4.0,79.44208771600944,75.44208771600944,7.871715263785016,77.52401672713081,-0.0,0.0
17,4.0,78.52146841218541,74.52146841218541,8.008154514791125,77.52401178552705,-0.0,0.0
18,4.0,78.48665489385132,74.48665489385132,8.055802520567884,77.52401167722759,-0.0,0.0
19,4.0,79.47862511825288,75.47862511825288,7.998834696186107,77.523998143621,-0.0,0.0
20,4.0,80.60987982601077,76.60987982601077,7.929603350713473,77.52400919490148,-0.0,0.0
21,4.0,82.24606721336275,78.24606721336275,7.814114584489694,77.52399113502912,-0.0,0.0
22,4.0,83.77428511564578,79.77428511564578,7.713137555209065,77.52399636737749,-0.0,0.0
23,4.0,85.69783630916108,81.69783630916108,7.580759722647735,77.52400057866042,-0.0,0.0
24,4.0,87.40107303225592,83.40107303225592,7.473060241742824,77.524009067371,-0.0,0.0
25,4.0,89.51558640499283,85.51558640499283,7.335693385732634,77.5240052713825,-0.0,0.0
26,4.0,91.33615866215219,87.33615866215219,7.227934889437054,77.5240055472386,-0.0,0.0
27,4.0,93.61337566454877,89.61337566454877,7.089696258237383,77.52401716934902,-0.0,0.0
28,4.0,95.53759283091134,91.53759283091134,6.983791993631244,77.52401365826609,-0.0,0.0
29,4.0,97.96271778324486,93.96271778324486,6.8469569275797895,77.5240076860109,-0.0,0.0
30,4.0,99.98536958141305,95.98536958141305,6.743805811295006,77.52401449385918,-0.0,0.0
31,4.0,102.54688044722157,98.54688044722157,6.6099056686954265,77.5240116857935,-0.0,0.0
32,4.0,104.66362714141025,100.66362714141025,6.5101173858070736,77.5240019208451,-0.0,0.0
33,4.0,107.354425278521,103.354425278521,6.380039519179812,77.524007214778,-0.0,0.0
34,4.0,109.56178587245877,105.56178587245877,6.28399270997707,77.52401419125123,-0.0,0.0
35,4.0,112.38094325043694,108.38094325043694,6.158062637744603,77.52280073796437,-0.0,0.0
36,4.0,114.67725675925921,110.67725675925921,6.065894158848071,77.51871809814371,-0.0,0.0
37,4.0,117.62935904074364,113.62935904074364,5.944071442561693,77.51532989016708,-0.0,0.0
38,4.0,120.01528333493043,116.01528333493043,5.855738872383569,77.51271163334133,-0.0,0.0
39,4.0,123.10718301659912,119.10718301659912,5.73780908881326,77.50621376413187,-0.0,0.0
40,4.0,125.58590885238539,121.58590885238539,5.653173556394719,77.49984492525354,-0.0,0.0
41,4.0,128.82678487370433,124.82678487370433,5.538888908325167,77.49679483170344,-0.0,0.0
42,4.0,131.40144433465548,127.40144433465548,5.457778720357074,77.49292480732089,-0.0,0.0
