Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Decel (m/s^2)
0,4.0,8.274508256408879,4.274508256408879,60.054962777331234,77.52013489889097,630.0,0.0
1,4.0,8.471655085346095,4.471655085346095,58.76508221994686,77.51791776759417,630.0,0.0
2,4.0,8.623793701631548,4.6237937016315485,57.84024661174153,77.5173531180634,630.0,0.0
3,4.0,8.730735935670776,4.730735935670776,57.246300162975906,77.51822077819291,630.0,0.0
4,4.0,8.786567516691502,4.786567516691502,56.99839596807428,77.52010047009925,630.0,0.0
5,4.0,8.802803909321552,4.802803909321552,57.009386454667656,77.52240021772982,630.0,0.0
6,4.0,8.791369036206593,4.791369036206593,57.1990562925016,77.52458973601313,630.0,0.0
7,4.0,8.76133009361169,4.76133009361169,57.50949276818041,77.52623533850274,630.0,0.0
8,4.0,8.719451682787053,4.719451682787053,57.898663792935054,77.52712357346049,630.0,0.0
9,4.0,8.670219916940768,4.670219916940768,58.33855193948099,77.52720622115133,630.0,0.0
10,4.0,8.616652010797344,4.616652010797344,58.810482923922834,77.52662102886212,630.0,0.0
11,4.0,8.560735263710418,4.560735263710418,59.30186007167839,77.52562947633419,630.0,0.0
12,4.0,8.503778484845435,4.503778484845435,59.80418446655405,77.52447969785688,630.0,0.0
13,4.0,8.446648388283748,4.446648388283748,60.311611336014835,77.52346757058822,630.0,0.0
14,4.0,8.38989113417391,4.38989113417391,60.820173554734765,77.52275141599556,630.0,0.0
15,4.0,8.333806498948453,4.333806498948453,61.32774518195364,77.52243467821069,630.0,0.0
16,4.0,8.278358379319224,4.278358379319224,61.83435544142099,77.52248974511173,630.0,0.0
17,4.0,8.22340082124167,4.22340082124167,62.341063092366674,77.5228408796734,630.0,0.0
18,4.0,8.168803806551711,4.168803806551711,62.84863055508656,77.52335046215248,630.0,0.0
19,4.0,8.114500093159391,4.114500093159391,63.357642763451175,77.52388753084492,630.0,0.0
20,4.0,8.060417505470218,4.060417505470218,63.868579440470555,77.52434889418845,630.0,0.0
21,4.0,8.00650651149054,4.0065065114905405,64.38180810118737,77.52465872079057,630.0,0.0
22,4.0,7.952737744883221,3.952737744883221,64.89765969871732,77.52478261318245,630.0,0.0
23,4.0,7.89906470187005,3.89906470187005,65.41640466463217,77.52472066677348,630.0,0.0
24,4.0,7.8454744646984915,3.8454744646984915,65.93830442736031,77.5245346693648,630.0,0.0
25,4.0,7.791937836803,3.791937836803,66.46357320469046,77.52426618284069,630.0,0.0
26,4.0,7.738413416514921,3.7384134165149208,66.99243676050183,77.5240045756642,630.0,0.0
27,4.0,7.684917156686013,3.684917156686013,67.52520099534745,77.52379115587745,630.0,0.0
28,4.0,7.631343100699407,3.6313431006994072,68.06245155284122,77.52366713626235,630.0,0.0
29,4.0,7.577657596602174,3.577657596602174,68.60475794082416,77.52363264402429,630.0,0.0
30,4.0,7.523824868621637,3.523824868621637,69.15258540950238,77.52368089509368,630.0,0.0
31,4.0,7.4697929268560355,3.4697929268560355,69.70633922611371,77.52378418127776,630.0,0.0
32,4.0,7.415552776305535,3.4155527763055353,70.26640009469652,77.52391501649595,630.0,0.0
33,4.0,7.361077974958122,3.361077974958122,70.8331599624517,77.52403202958077,630.0,0.0
34,4.0,7.306351072663183,3.3063510726631833,71.40694964906639,77.5241214935213,630.0,0.0
35,4.0,7.25136032279192,3.2513603227919203,71.98814928409821,77.524162865068,630.0,0.0
36,4.0,7.196056062673214,3.1960560626732137,72.57711664493705,77.52416292853698,630.0,0.0
37,4.0,7.140460056742231,3.1404600567422314,73.17424352344993,77.5241354110137,630.0,0.0
38,4.0,7.084525951297088,3.0845259512970884,73.77993541844292,77.52409410276579,630.0,0.0
39,4.0,7.0283026900659955,3.0283026900659955,74.39396812013482,77.524048068832,630.0,0.0
40,4.0,6.972028132444046,2.972028132444046,75.01404970184987,77.52399952850556,592.9196124225872,0.0
41,4.0,6.91684965128771,2.91684965128771,75.62765337573181,77.5239680138164,581.911505431898,0.0
42,4.0,6.864019684152458,2.864019684152458,76.22086701362049,77.52394819853319,571.3719269884153,0.0
43,4.0,6.813535481383583,2.8135354813835827,76.79242126095771,77.52394694810108,561.3003285360247,0.0
44,4.0,6.765477459396028,2.7654774593960276,77.34094667181049,77.52394888413727,551.7127531495074,0.0
45,4.0,6.719788252498324,2.719788252498324,77.86557117437836,77.52394128902638,542.5977563734156,0.0
46,4.0,6.676458494741232,2.676458494741232,78.3659274283738,77.5239436520691,533.9534697008758,0.0
47,4.0,6.635417638475982,2.6354176384759818,78.84201421458941,77.52397104318348,525.7658188759583,0.0
48,4.0,6.596571496583328,2.596571496583328,79.29416086998398,77.5240021440722,518.016013568374,0.0
49,4.0,6.559820474295627,2.559820474295627,79.7228389154175,77.5240266819181,510.6841846219776,0.0
50,4.0,6.525060330547868,2.525060330547868,80.12870837750094,77.52405000386462,503.7495359442997,0.0
51,4.0,6.492187323127304,2.492187323127304,80.5125170005621,77.5240463500926,497.19137096389716,0.0
52,4.0,6.461091315034968,2.4610913150349676,80.87505749622245,77.52403548124852,490.98771734947604,0.0
53,4.0,6.43167157993998,2.43167157993998,81.21715935734457,77.5240211533479,485.118480198026,0.0
54,4.0,6.40382957944721,2.40382957944721,81.53967159580662,77.52400753726829,479.56400109971844,0.0
55,4.0,6.377479857054841,2.3774798570548414,81.84343709593483,77.52397730800392,474.3072314824409,0.0
56,4.0,6.3525379808841045,2.3525379808841045,82.12924300228974,77.52396375393664,469.3313271863788,0.0
57,4.0,6.328922876590532,2.328922876590532,82.39792418303479,77.5239727238342,464.62011387981113,0.0
58,4.0,6.306542486397606,2.306542486397606,82.65024763200373,77.52398659586906,460.1552260363224,0.0
59,4.0,6.28533506058487,2.2853350605848703,82.88695657646474,77.5239867854688,455.9243445866816,0.0
60,4.0,6.265244608352253,2.265244608352253,83.10877018238789,77.52399341845134,451.9162993662745,0.0
61,4.0,6.246185806607795,2.2461858066077953,83.3163873793548,77.5240020416766,448.11406841825516,0.0
62,4.0,6.228117155473591,2.2281171554735906,83.51044091974346,77.52401088607665,444.5093725169813,0.0
63,4.0,6.210977784434373,2.210977784434373,83.69154867472076,77.5240185930576,441.0900679946575,0.0
64,4.0,6.19472858255125,2.1947285825512504,83.86033877991936,77.52402296688184,437.8483522189744,0.0
65,4.0,6.179311678031479,2.179311678031479,84.01735740821329,77.52402295512563,434.77267976728007,0.0
66,4.0,6.164674934512567,2.1646749345125667,84.16314326953797,77.52402187891137,431.8526494352571,0.0
67,4.0,6.150797749697409,2.150797749697409,84.2982259663437,77.52400604426855,429.08415106463303,0.0
68,4.0,6.1376334305214755,2.1376334305214755,84.42309088509573,77.52400536843794,426.45786938903433,0.0
69,4.0,6.125137038719668,2.125137038719668,84.5382129027962,77.52400454334406,423.9648392245737,0.0
70,4.0,6.113283916144785,2.113283916144785,84.64404655120734,77.52400185978308,421.6001412708846,0.0
71,4.0,6.102046741160874,2.1020467411608736,84.74101193533019,77.52399865873998,419.35832486159427,0.0
72,4.0,6.091380337303645,2.0913803373036446,84.82950751465158,77.52398515342549,417.2303772920771,0.0
73,4.0,6.0812638648047965,2.0812638648047965,84.90994898664651,77.52399284899285,415.2121410285569,0.0
74,4.0,6.0716712721684045,2.0716712721684045,84.98269088707566,77.52398416688341,413.2984187975967,0.0
75,4.0,6.062585802739804,2.062585802739804,85.04811901001848,77.52400059715649,411.48586764659086,0.0
76,4.0,6.053966803623114,2.053966803623114,85.10652863891832,77.52400208859339,409.76637732281114,0.0
77,4.0,6.045806025782699,2.0458060257826993,85.15828885594972,77.52399612626678,408.1383021436485,0.0
78,4.0,6.0380742465960635,2.0380742465960635,85.20368685039024,77.5239886105188,406.5958121959147,0.0
79,4.0,6.030754128564932,2.030754128564932,85.24304282668969,77.52398825361657,405.1354486487039,0.0
80,4.0,6.023832978320985,2.0238329783209847,85.27660555286087,77.52399642624626,403.7546791750364,0.0
81,4.0,6.017284290149808,2.0172842901498083,85.30469331200628,77.52400240048966,402.44821588488674,0.0
82,4.0,6.011086544566462,2.011086544566462,85.3275610427822,77.52400500572719,401.21176564100915,0.0
83,4.0,6.005238636683376,2.0052386366833757,85.34542152446303,77.52400944448357,400.04510801833345,0.0
84,4.0,5.9997214694212095,1.9997214694212095,85.35855615312228,77.52402035870057,398.9444331495313,0.0
85,4.0,5.994515513116715,1.9945155131167152,85.36719117041059,77.52401360378273,397.90584486678466,0.0
86,4.0,5.989591651059683,1.9895916510596834,85.37154049696588,77.52400723528976,396.92353438640686,0.0
87,4.0,5.984949187898037,1.984949187898037,85.37181625434789,77.52401308309925,395.99736298565836,0.0
88,4.0,5.980581136976935,1.9805811369769346,85.36822575490487,77.52401906889719,395.12593682689845,0.0
89,4.0,5.976496419283126,1.9764964192831256,85.36095529456435,77.5240113057607,394.3110356469835,0.0
90,4.0,5.972656019202132,1.972656019202132,85.35019490621491,77.52398925222228,393.54487583082533,0.0
91,4.0,5.96904621854126,1.9690462185412603,85.33612149184893,77.52397227665234,392.8247205989814,0.0
92,4.0,5.965658689331003,1.9656586893310033,85.31892804082469,77.52395952190241,392.14890852153513,0.0
93,4.0,5.962501756648257,1.9625017566482574,85.29877535604956,77.523960175043,391.51910045132735,0.0
94,4.0,5.959538689332327,1.9595386893323274,85.27581796686424,77.52397367965744,390.9279685217993,0.0
95,4.0,5.9567772824426735,1.9567772824426735,85.25019366225389,77.52400543950652,390.37706784731336,0.0
96,4.0,5.954203028376041,1.9542030283760408,85.2220766911836,77.5240191677517,389.8635041610201,0.0
97,4.0,5.951824247108617,1.9518242471086173,85.19158504016995,77.52400950616105,389.38893729816914,0.0
98,4.0,5.949609630338065,1.949609630338065,85.15885538479738,77.52401951556531,388.947121252444,0.0
99,4.0,5.947550374124483,1.947550374124483,85.12403241304582,77.52401504565881,388.53629963783436,0.0
100,4.0,5.945652325323129,1.9456523253231293,85.08724319273816,77.52401970594056,388.1576389019643,0.0
101,4.0,5.943910853911407,1.9439108539114072,85.0485620135364,77.5240074706755,387.81021535532574,0.0
102,4.0,5.942309664198374,1.9423096641983744,85.00815405734492,77.52398471055038,387.49077800757567,0.0
103,4.0,5.940847584988687,1.9408475849886866,84.96608839623156,77.52400240335793,387.19909320524295,0.0
104,4.0,5.9395067543382405,1.9395067543382405,84.9224949825221,77.5240179090416,386.93159749047896,0.0
105,4.0,5.938306590404744,1.9383065904047436,84.87746098184185,77.52401847901217,386.69216478574634,0.0
106,4.0,5.937220138753715,1.9372201387537151,84.83108240580995,77.52401326792277,463.8138506385155,0.0
107,4.0,5.9343997017468375,1.9343997017468375,84.80962629795147,77.52401304674174,463.2511734556433,0.0
108,4.0,5.926793428533337,1.9267934285333368,84.85658911544407,77.52399147281233,461.7337219495499,0.0
109,4.0,5.915726993092788,1.9157269930927878,84.95252365042822,77.52396635988245,459.5259680791604,0.0
110,4.0,5.902341038808515,1.9023410388085153,85.08142551580745,77.5239672155633,456.85547019944806,0.0
111,4.0,5.887435711474423,1.8874357114744233,85.23164231363259,77.52398603538244,453.88185739629665,0.0
112,4.0,5.871613948333831,1.871613948333831,85.39460763009774,77.52400243207903,450.7254156497485,0.0
113,4.0,5.8553077370171005,1.8553077370171005,85.56401962401996,77.52402642588994,447.47232649206086,0.0
114,4.0,5.838845152581555,1.8388451525815546,85.73525361839523,77.52403323930739,444.1880408971694,0.0
115,4.0,5.822454618906296,1.8224546189062956,85.9049467317003,77.52402771171116,440.9181294289552,0.0
116,4.0,5.80630129906045,1.8063012990604497,86.07062263255044,77.52402476824594,437.695542119709,0.0
117,4.0,5.790506060442951,1.7905060604429508,86.23052224655171,77.52401448036134,434.544392015518,0.0
118,4.0,5.77515827532511,1.7751582753251096,86.38337844489688,77.52400666421109,431.48250888450855,0.0
119,4.0,5.760284196288015,1.7602841962880147,86.52838667548926,77.52398154461594,428.5151301166082,0.0
120,4.0,5.745938380272508,1.7459383802725084,86.66502100545436,77.52396258813334,425.6531398215147,0.0
