Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Brake Torque (Nm)
68,4.0,181.56191254402594,177.56191254402594,3.5009651358328497,77.43786411547013,-0.0,0.0
69,4.0,186.6875504672519,182.6875504672519,3.424644698417705,77.43786181371672,-0.0,0.0
70,4.0,193.91380268780858,189.91380268780858,3.3161109256017176,77.43783644216664,-0.0,0.0
71,4.0,199.43097294528826,195.43097294528826,3.242957407362632,77.43783869744014,-0.0,0.0
72,4.0,207.3072588231617,203.3072588231617,3.137645199009008,77.43784085751649,-0.0,0.0
73,4.0,213.2532526977428,209.2532526977428,3.0675781921200773,77.43785129348761,-0.0,0.0
74,4.0,221.86249761836862,217.86249761836862,2.965304078175424,77.43785958721335,-0.0,0.0
75,4.0,228.28104752515887,224.28104752515887,2.8982385818963303,77.43786933026489,-0.0,0.0
76,4.0,237.71098628478848,233.71098628478848,2.798942830338048,77.43788179894268,-0.0,0.0
77,4.0,244.65601759356306,240.65601759356306,2.734742408584913,77.43787941240373,-0.0,0.0
78,4.0,255.01443348810227,251.01443348810227,2.6383090801727795,77.43787348782006,-0.0,0.0
79,4.0,262.5407916184697,258.5407916184697,2.576913268315739,77.43787118888852,-0.0,0.0
80,4.0,273.9535022306618,269.9535022306618,2.483223349656936,77.43786309496811,-0.0,0.0
81,4.0,282.13593589578676,278.13593589578676,2.4244856623129767,77.43784056731775,-0.0,0.0
82,4.0,294.74627331462193,290.74627331462193,2.333485831251982,77.437844849957,-0.0,0.0
83,4.0,303.6601605204485,299.6601605204485,2.277350134841795,77.4378612590342,-0.0,0.0
84,4.0,317.6444402177442,313.6444402177442,2.188918302025447,77.43785909511394,-0.0,0.0
85,4.0,327.38296426147195,323.38296426147195,2.135295840418879,77.437865958402,-0.0,0.0
86,4.0,342.9531549838225,338.9531549838225,2.049331997392307,77.43787537640611,-0.0,0.0
87,4.0,353.628091026183,349.628091026183,1.9981283213208485,77.43787543197648,-0.0,0.0
88,4.0,371.03228341429184,367.03228341429184,1.9145661635446583,77.43786581957708,-0.0,0.0
89,4.0,382.7746612499443,378.7746612499443,1.865694407668845,77.43786837191121,-0.0,0.0
90,4.0,402.3207076036235,398.3207076036235,1.784444370108558,77.43788004880226,-0.0,0.0
