Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Brake Torque (Nm)
0,4.0,8.471284012202489,4.471284012202489,42.107055321602175,77.43786533332008,-0.0,0.0
1,4.0,8.625837782838497,4.625837782838497,41.55890149972867,77.43786237445427,630.0,0.0
2,4.0,8.810298154637533,4.8102981546375325,40.8943865674379,77.4378632492467,630.0,0.0
3,4.0,9.032403103616147,5.032403103616147,40.09361094357622,77.43786659781719,630.0,0.0
4,4.0,9.330762837857579,5.330762837857579,39.01512346927313,77.43786296073331,630.0,0.0
5,4.0,9.66275071900974,5.66275071900974,37.87715679663608,77.4378565351161,630.0,0.0
6,4.0,10.058558746201854,6.058558746201854,36.58738653942798,77.43786362803057,630.0,0.0
7,4.0,10.450265167147798,6.450265167147798,35.415027210089775,77.43786586995157,630.0,0.0
8,4.0,10.91481541593508,6.914815415935079,34.10395870265938,77.43786475111028,630.0,0.0
9,4.0,11.364103252111143,7.364103252111143,32.94952791292442,77.43785307349272,630.0,0.0
10,4.0,11.90314107267474,7.903141072674741,31.647666126234974,77.43785567326222,630.0,0.0
11,4.0,12.417541165728123,8.417541165728123,30.5238302983731,77.43785821306717,630.0,0.0
12,4.0,13.043638619882133,9.043638619882133,29.24149563633994,77.43786839775817,630.0,0.0
13,4.0,13.637964135717137,9.637964135717137,28.146293417592318,77.43786814804774,630.0,0.0
14,4.0,14.367845676469463,10.367845676469463,26.890635639185128,77.43786251805633,630.0,0.0
15,4.0,15.28859735590789,11.28859735590789,25.438854682297965,77.43786195145215,630.0,0.0
16,4.0,18.845599314503797,14.845599314503797,20.78302205753744,77.43785742802808,630.0,0.0
17,4.0,24.324614530376873,20.324614530376873,16.224191543094882,77.43787102088464,630.0,0.0
18,4.0,34.00697581400019,30.006975814000192,11.699155732412606,77.43786431958625,-0.0,0.0
19,4.0,55.50400962967605,51.50400962967605,7.2297847280867735,77.43785459045802,-0.0,0.0
20,4.0,52.537901962488355,48.537901962488355,7.704553702990223,77.43785748829978,-0.0,0.0
21,4.0,50.82474136451583,46.82474136451583,8.032466432400746,77.43785259259575,-0.0,0.0
22,4.0,50.78385870020007,46.78385870020007,8.106978177703208,77.43785885899348,-0.0,0.0
23,4.0,51.303138990357915,47.303138990357915,8.092233510166942,77.43786184521589,-0.0,0.0
24,4.0,52.504307665858825,48.504307665858825,7.97298439946652,77.43785573763962,-0.0,0.0
25,4.0,53.82300682396806,49.82300682396806,7.842066641110471,77.43785090901174,-0.0,0.0
26,4.0,55.51754205467854,51.51754205467854,7.665356542758219,77.43785152833674,-0.0,0.0
