Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Incremental Torque (Nm),Incremental Brake Torque (Nm),Vehicle Distance (m)
0,4.0,17.692808987682493,13.692808987682493,40.19124149278798,67.95949144984924,800.0,0.0,197.52665519714355
1,4.0,17.935082494897095,13.935082494897095,39.72648601318141,67.95948678449005,800.0,0.0,197.9160566329956
2,4.0,18.15573895498571,14.155738954985711,39.32208999450764,67.9594870505242,800.0,0.0,198.31155586242676
3,4.0,18.358257906460338,14.358257906460338,38.966890716357184,67.95948122799618,800.0,0.0,198.7122859954834
4,4.0,18.48951043017554,14.489510430175539,38.76902965169465,67.95948221461937,800.0,0.0,199.11677169799805
5,4.0,18.502791655639474,14.502791655639474,38.82000268670392,67.95948501066394,800.0,0.0,199.52178382873535
6,4.0,18.38654292418895,14.386542924188952,39.14408585632403,67.95949753575884,800.0,0.0,199.92344856262207
7,4.0,7.899431843149857,3.8994318431498574,91.06207096028852,67.95950107195118,520.2460273314305,0.0,199.8162841796875
8,4.0,7.8435252443647725,3.8435252443647725,91.56196788980253,67.95950246431468,514.9349004468473,0.0,199.49127960205078
9,4.0,7.788309393756845,3.788309393756845,92.05774503696321,67.95950327652744,509.6893946390942,0.0,199.1595001220703
10,4.0,7.733747180887699,3.7337471808876987,92.54944429462122,67.95950385667977,504.50598441652534,0.0,198.820556640625
11,4.0,7.679841122254829,3.679841122254829,93.03709451743639,67.95950420477097,499.3849088464027,0.0,198.47502899169922
12,4.0,7.626564881064808,3.626564881064808,93.52073130849003,67.95950449569672,494.3236659333507,0.0,198.1227569580078
13,4.0,7.57391055665059,3.57391055665059,94.00026188327598,67.95948828170172,489.321505114,0.0,197.7637710571289
14,4.0,7.521976654440252,3.5219766544402518,94.4742401926115,67.95948142523562,484.38778440401785,0.0,197.39806365966797
15,4.0,7.470956845728111,3.470956845728111,94.94018004436518,67.95947941559545,479.5409025763645,0.0,197.02610778808594
16,4.0,7.420963793953435,3.420963793953435,95.39622853093988,67.9594821862629,474.79156265777027,0.0,196.64776611328125
17,4.0,7.372062466466179,3.372062466466179,95.84102257176185,67.95949088126774,470.145936546481,0.0,196.26277923583984
18,4.0,7.324332222160293,3.324332222160293,96.27353720986186,67.95949883857861,465.6115633374218,0.0,195.8720474243164
19,4.0,7.277789859378025,3.277789859378025,96.69307339813916,67.95949449365838,461.19003887310635,0.0,195.47551918029785
20,4.0,7.232435425805541,3.2324354258055408,97.0991524520526,67.95949767436477,456.8813676837203,0.0,195.07315278053284
21,4.0,7.1882659568903735,3.1882659568903735,97.49149906807878,67.95949658704428,452.6852681367794,0.0,194.66522884368896
22,4.0,7.145262757333171,3.145262757333171,97.8699133268137,67.95949636740454,448.5999641788452,0.0,194.2517352104187
23,4.0,7.103430192703071,3.1034301927030707,98.23428535184665,67.95949141004803,444.6258705389857,0.0,193.8334412574768
24,4.0,7.062736028071365,3.062736028071365,98.58466112928707,67.95948985119986,440.7599248989736,0.0,193.41039943695068
25,4.0,7.023129037445245,3.023129037445245,98.92106086320787,67.9594910405073,436.9972607894922,0.0,192.9820486009121
26,4.0,6.984607977999935,2.984607977999935,99.2436010470003,67.95949564230536,433.33776014218773,0.0,192.54934656620026
27,4.0,6.947135524987458,2.9471355249874582,99.55243012481225,67.95949410825742,429.7778771060025,0.0,192.11228442192078
28,4.0,6.910688467039706,2.910688467039706,99.84771199050779,67.95949300757103,426.315406600966,0.0,191.67123103141785
29,4.0,6.875235238987518,2.8752352389875178,100.12962513736156,67.9594926589578,422.94734993600815,0.0,191.22631311416626
30,4.0,6.8407298964167875,2.8407298964167875,100.39833346977889,67.95949087714257,419.66934239178875,0.0,190.77718925476074
31,4.0,6.807156557615751,2.807156557615751,100.65406100092868,67.95949092722398,416.4798752056903,0.0,190.3244309425354
32,4.0,6.774493607687106,2.7744936076871056,100.89696136148639,67.959495957861,413.376894962469,0.0,189.86828327178955
33,4.0,6.742714321238345,2.7427143212383447,101.12724884965439,67.95950083074632,410.35786274983667,0.0,189.40893030166626
34,4.0,6.711791417462975,2.711791417462975,101.3451026162135,67.95950175891701,407.42018689117657,0.0,188.94644165039062
35,4.0,6.681708950526016,2.6817089505260157,101.5507282752897,67.95950129483153,404.56235253216545,0.0,188.4812250137329
36,4.0,6.6524416811746985,2.6524416811746985,101.74427240871513,67.95950013461882,401.7819619437903,0.0,188.0132884979248
37,4.0,6.623961953289149,2.6239619532891494,101.9259626627564,67.95949885838563,399.0763877946631,0.0,187.54269409179688
38,4.0,6.596245798160131,2.5962457981601306,102.09599252290988,67.95949781419594,396.44335305740634,0.0,187.06951713562012
39,4.0,6.569277865607065,2.5692778656070647,102.2545236551925,67.95949677000714,393.8813994648651,0.0,186.593994140625
40,4.0,6.543039949880095,2.543039949880095,102.40179606416109,67.9594959578609,391.38879747080296,0.0,186.11640071868896
41,4.0,6.517520296787122,2.517520296787122,102.53795565439528,67.95949560979838,388.9644304269706,0.0,185.63700199127197
42,4.0,6.492684112715222,2.4926841127152217,102.66323464586553,67.95949514571521,386.60499294014005,0.0,185.15554237365723
43,4.0,6.468530136597584,2.4685301365975842,102.77779269021714,67.95949491367367,384.3103652089644,0.0,184.67256927490234
44,4.0,6.445039780974897,2.4450397809748967,102.88184362771383,67.95949468163212,382.0787814248091,0.0,184.1882152557373
45,4.0,6.422189813055144,2.4221898130551436,102.97553224130691,67.95949468163212,379.9080344724326,0.0,183.70233726501465
46,4.0,6.399975335366933,2.399975335366933,103.05908152318976,67.95949468163212,377.7976590920525,0.0,183.21543884277344
47,4.0,6.378374691485386,2.3783746914853863,103.13263429322727,67.95949468163214,375.74559792330564,0.0,182.72738456726074
48,4.0,6.357372578776825,2.3573725787768254,103.19638811498336,67.95949468163215,373.7503972159924,0.0,182.23830223083496
49,4.0,6.336966282747348,2.3369662827473476,103.2505187748417,67.95949468163217,371.811799093192,0.0,181.74862670898438
50,4.0,6.3171308874170915,2.3171308874170915,103.29517402728669,67.95949468163218,369.92743653681765,0.0,181.25809288024902
51,4.0,6.29786625921969,2.29786625921969,103.33058038475436,67.95949468163221,368.0972968580645,0.0,180.76727104187012
52,4.0,6.279148533884937,2.2791485338849373,103.35684341587361,67.95949468163222,366.319112951263,0.0,180.27582550048828
53,4.0,6.2609801299802434,2.2609801299802434,103.37419621457748,67.95949468163224,364.5931145803171,0.0,179.78438568115234
54,4.0,6.243331588038687,2.2433315880386866,103.38280337133403,67.95949468163221,362.9165030958692,0.0,179.29253387451172
55,4.0,6.226201122667682,2.226201122667682,103.38279886995996,67.95949468163231,361.2891088856237,0.0,178.8005828857422
56,4.0,6.209573901828577,2.209573901828577,103.37438489609269,67.95949468163225,359.7095229059088,0.0,178.30857849121094
57,4.0,6.193441588514248,2.193441588514248,103.3576925517647,67.95949468163238,358.17695314104753,0.0,177.81661987304688
58,4.0,6.177809214109338,2.177809214109338,103.33290583419834,67.95949468163232,356.69187757258106,0.0,177.3252716064453
59,4.0,6.162660387871501,2.162660387871501,103.30023501056439,67.95949468163234,355.25273907998655,0.0,176.8345184326172
60,4.0,6.147966768679768,2.147966768679768,103.25979279724214,67.95949468163234,353.8568452567719,0.0,176.3438262939453
61,4.0,6.1337429517505235,2.1337429517505235,103.21180618435085,67.9594830019955,352.5055826484937,0.0,175.8540802001953
62,4.0,6.119975526369013,2.1199755263690134,103.15640581158299,67.95947395323716,351.1976772372502,0.0,175.3651885986328
63,4.0,6.106646931236063,2.106646931236063,103.09379645828876,67.95948077042705,349.93146069961995,0.0,174.87705993652344
64,4.0,6.093751399392544,2.093751399392544,103.02414100459552,67.95948163930785,348.7063851744856,0.0,174.38986206054688
65,4.0,6.081284820197096,2.081284820197096,102.94760555503952,67.95948773233741,347.5220601509181,0.0,173.90380859375
66,4.0,6.069228816652713,2.0692288166527133,102.86433059021566,67.95948725826318,346.3767398142017,0.0,173.4186553955078
67,4.0,6.057585607101556,2.057585607101556,102.77451814542617,67.95948120154645,345.2706349068418,0.0,172.93484497070312
68,4.0,6.04633685809886,2.0463368580988597,102.6783057381498,67.95948193944095,344.2020037515856,0.0,172.45211791992188
69,4.0,6.035485163431311,2.0354851634313107,102.57585080083206,67.95948757203406,343.17109275816847,0.0,171.97084045410156
70,4.0,6.025024303524271,2.0250243035242708,102.4673185725864,67.95949625183381,342.17731106699966,0.0,171.4911346435547
71,4.0,6.014935883517772,2.014935883517772,102.35286539604948,67.95949225859981,341.2189111663823,0.0,171.01275634765625
72,4.0,6.005224493078314,2.0052244930783143,102.2326332741932,67.95948092003152,340.29632907463383,0.0,170.5360870361328
73,4.0,5.995877024552172,1.995877024552172,102.10681253976321,67.95948052926444,339.4083195646503,0.0,170.0610809326172
74,4.0,5.986879089345158,1.986879089345158,101.97553493947113,67.95948370003852,338.5535157199839,0.0,169.58755493164062
75,4.0,5.978238748325646,1.978238748325646,101.8389280133089,67.95948649230955,337.73268332313035,0.0,169.11595153808594
76,4.0,5.969964902734128,1.9699649027341284,101.69715438440173,67.9594880447627,336.9466679919361,0.0,168.64678955078125
77,4.0,5.962025741659392,1.9620257416593923,101.5503919741344,67.95947969898188,336.1924476898362,0.0,168.17945861816406
78,4.0,5.9544221915270015,1.9544221915270015,101.39876817915342,67.95947678967431,335.4701104272591,0.0,167.7141876220703
79,4.0,5.947161468507989,1.9471614685079892,101.24244427573505,67.95947551052531,334.7803417404529,0.0,167.25143432617188
80,4.0,5.940220056546212,1.9402200565462122,101.08154358475777,67.95947717127565,334.1209076040841,0.0,166.7907257080078
81,4.0,5.93359155306408,1.9335915530640797,100.91624971650606,67.95947107120072,333.49119977328155,0.0,166.33216857910156
82,4.0,5.927268614437793,1.9272686144377928,100.74667112817357,67.95947396364241,332.89052060378424,0.0,165.87571716308594
83,4.0,5.921257078028994,1.9212570780289937,100.57298095559581,67.95947798098047,332.31942464494836,0.0,165.4217987060547
84,4.0,5.915555685910658,1.9155556859106584,100.39530830209884,67.9594786938257,331.7777923937065,0.0,164.97056579589844
85,4.0,5.91014919399528,1.91014919399528,100.21379797251294,67.95948497208747,331.2641756617455,0.0,164.5218048095703
86,4.0,5.905028263356316,1.905028263356316,100.02857830447073,67.95948267063498,330.777687251044,0.0,164.075439453125
87,4.0,5.900199690053801,1.9001996900538014,99.83980290750979,67.95948396408711,330.3189727873051,0.0,163.6318817138672
88,4.0,5.8956450775245095,1.8956450775245095,99.6476064011459,67.95948529662513,329.8862845970224,0.0,163.19081115722656
89,4.0,5.891362221969172,1.891362221969172,99.45212878261262,67.95948989205678,329.4794133192653,0.0,162.7523651123047
90,4.0,5.887345816568684,1.8873458165686836,99.25348875751558,67.95948887097467,329.0978548062189,0.0,162.31655883789062
91,4.0,5.883595427718517,1.8835954277185172,99.05181683717089,67.95949009753335,328.7415678654531,0.0,161.88356018066406
92,4.0,5.880106969620463,1.8801069696204626,98.84725932691833,67.95948933478175,328.4101643461379,0.0,161.45346069335938
93,4.0,5.876866529071476,1.876866529071476,98.63992241097488,67.95948479164458,328.10232249398416,0.0,161.02601623535156
94,4.0,5.87388505265107,1.8738850526510697,98.429952929893,67.95948251351298,327.8190822340456,0.0,160.6017303466797
95,4.0,5.871143804470501,1.8711438044705009,98.21745418130293,67.95948599874994,327.55866365689155,0.0,160.1802215576172
96,4.0,5.868645612400208,1.8686456124002078,98.00256061603535,67.95948483468105,327.3213354102137,0.0,159.76174926757812
97,4.0,5.866381185055267,1.8663811850552667,97.78539457803353,67.95948371387567,327.10621481244425,0.0,159.34622192382812
98,4.0,5.86434831169189,1.8643483116918897,97.56608175467245,67.95947906615729,326.91309184292345,0.0,158.93374633789062
99,4.0,5.862537569823082,1.8625375698230817,97.34473676573708,67.9594828493257,326.7410713653867,0.0,158.5242156982422
100,4.0,5.860938876738796,1.8609388767387962,97.12147499500729,67.95948075604554,344.2681148513982,0.0,158.1175079345703
101,4.0,5.859046139884631,1.8590461398846312,96.90501696362331,67.95948349388591,344.0883048502525,0.0,157.7141571044922
102,4.0,5.856287374094867,1.856287374094867,96.70460270662294,67.95948324969969,343.82622210022487,0.0,157.31387329101562
103,4.0,5.85293610458874,1.85293610458874,96.51543002095086,67.95948391505928,343.50785149714284,0.0,156.91629028320312
104,4.0,5.84919479570878,1.8491947957087804,96.33394767498855,67.95948169738665,343.1524271535467,0.0,156.5211181640625
105,4.0,5.845219306430188,1.845219306430188,96.15754186463194,67.9594866577694,342.7747556720804,0.0,156.12831115722656
106,4.0,5.841134201558069,1.8411342015580692,95.98423002321674,67.9594807382581,342.38667070922907,0.0,155.7379913330078
107,4.0,5.8370183888750455,1.8370183888750455,95.81260068929812,67.95948748562026,341.9956685043419,0.0,155.3499755859375
108,4.0,5.832940519171023,1.8329405191710233,95.6415573001356,67.95948190349887,341.60827088245975,0.0,154.9643096923828
109,4.0,5.82894004070484,1.8289400407048397,95.47033579879098,67.95948399562278,341.2282254281723,0.0,154.58079528808594
110,4.0,5.825065272971232,1.8250652729712318,95.29836902369158,67.95948726544269,340.86012249347954,0.0,154.1997833251953
111,4.0,5.821371042969996,1.8213710429699956,95.12526139480542,67.95948640700108,340.50917064336215,0.0,153.8220672607422
112,4.0,5.817835980378365,1.8178359803783648,94.95075246463176,67.95948330883483,340.1733396971572,0.0,153.44664001464844
113,4.0,5.814468639317978,1.8144686393179779,94.7746578933626,67.95948052085096,339.85344229642044,0.0,153.0734100341797
114,4.0,5.811279686777896,1.8112796867778957,94.59688270070077,67.95948129232713,339.55049180511264,0.0,152.70248413085938
115,4.0,5.808282488814889,1.8082824888148892,94.41734617148384,67.9594819000137,339.265757998627,0.0,152.3340606689453
