Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Brake Torque (Nm)
0,4.2,12.237940319751756,8.037940319751755,49.68162684373106,77.5240021440722,630.0,0.0
1,4.2,12.475480700794916,8.275480700794915,48.849255018573395,77.5240266819181,630.0,0.0
2,4.2,12.674023445044938,8.474023445044939,48.19863739791467,77.52405000386462,630.0,0.0
3,4.2,12.800946704632432,8.600946704632431,47.83599972705537,77.5240463500926,630.0,0.0
4,4.2,12.844609650759773,8.644609650759772,47.78878078455053,77.52403548124852,630.0,0.0
5,4.2,12.828539135312665,8.628539135312664,47.96383950162599,77.5240211533479,630.0,0.0
6,4.2,12.772700582537116,8.572700582537117,48.288042757087375,77.52400753726829,630.0,0.0
7,4.2,12.691259873613644,8.491259873613643,48.71173196065962,77.52397730800392,630.0,0.0
8,4.2,12.593240780105418,8.393240780105419,49.203698987823294,77.52396375393664,630.0,0.0
9,4.2,12.485109535734384,8.285109535734385,49.741681017779335,77.5239727238342,630.0,0.0
10,4.2,12.371059907767966,8.171059907767965,50.310934889884436,77.52398659586906,630.0,0.0
11,4.2,12.253961196783651,8.05396119678365,50.90103017634345,77.5239867854688,630.0,0.0
12,4.2,12.13577849782208,7.9357784978220804,51.504749659994665,77.52399341845134,630.0,0.0
13,4.2,12.017801513602627,7.817801513602627,52.11690398581249,77.5240020416766,630.0,0.0
14,4.2,11.901205157710221,7.701205157710221,52.73259012677478,77.52401088607665,630.0,0.0
15,4.2,11.786845632144347,7.586845632144347,53.347705696609154,77.5240185930576,630.0,0.0
16,4.2,11.67521884250001,7.47521884250001,53.959589509451675,77.52402296688184,630.0,0.0
17,4.2,11.566619299913988,7.366619299913988,54.56646735559564,77.52402295512563,630.0,0.0
18,4.2,11.461104740157678,7.261104740157678,55.167240426358255,77.52402187891137,630.0,0.0
19,4.2,11.358743670879045,7.158743670879045,55.76118117974358,77.52400604426855,630.0,0.0
20,4.2,11.259445199272822,7.0594451992728215,56.34786883752916,77.52400536843794,630.0,0.0
21,4.2,11.163174856827276,6.963174856827275,56.927068473656554,77.52400454334406,630.0,0.0
22,4.2,11.069807818128375,6.869807818128375,57.498662252096025,77.52400185978308,630.0,0.0
23,4.2,10.979229837164555,6.7792298371645545,58.062608113322796,77.52399865873998,630.0,0.0
24,4.2,10.891342088357966,6.691342088357966,58.61891476596776,77.52398515342549,630.0,0.0
25,4.2,10.806020285830808,6.606020285830808,59.16763542814455,77.52399284899285,630.0,0.0
26,4.2,10.723136704107974,6.523136704107974,59.708838435494535,77.52398416688341,630.0,0.0
