Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Incremental Torque (Nm),Incremental Brake Torque (Nm)
0,4.0,5.310146908506086,1.310146908506086,93.70057867867565,91.75099866729367,569.2399928569794,0.0
1,4.0,5.319713307687161,1.3197133076871612,93.513733421945,91.75122341765652,571.2489366850052,0.0
2,4.0,5.317978009186093,1.3179780091860929,93.52670317280062,91.75142407173323,570.8845239997809,0.0
3,4.0,5.309127355908495,1.3091273559084948,93.66421146453429,91.75154420469815,569.0258868114853,0.0
4,4.0,5.295627173009546,1.2956271730095459,93.88261515364863,91.75159711092175,566.190848402706,0.0
5,4.0,5.278746040170898,1.2787460401708977,94.16015057177566,91.75156135767885,562.6458105065899,0.0
6,4.0,5.259321795121201,1.2593217951212008,94.48248989448338,91.75148175868951,558.5667190461536,0.0
7,4.0,5.237965758880057,1.2379657588800574,94.83896751771555,91.75136400042717,554.0819514355135,0.0
8,4.0,5.21515390637625,1.2151539063762504,95.22148375832361,91.75123497602671,549.291462409714,0.0
9,4.0,5.191295652230513,1.1912956522305134,95.6230083371949,91.7511303221955,544.2812290391092,0.0
10,4.0,5.1667192989269575,1.1667192989269575,96.03780754642709,91.75105090829116,539.1201948453624,0.0
11,4.0,5.141701672456079,1.1417016724560787,96.46096640047782,91.75101410912598,533.8664932864779,0.0
12,4.0,5.11644330918055,1.11644330918055,96.88847649075727,91.751019199999,528.5622369986169,0.0
13,4.0,5.091121892939923,1.0911218929399231,97.31714759774775,91.75105898351823,523.2447395880853,0.0
14,4.0,5.065842590786696,1.065842590786696,97.7451953564836,91.75111476425678,517.9360861359075,0.0
15,4.0,5.040649607276953,1.0406496072769533,98.17133005868216,91.75117264440398,512.6455595988616,0.0
16,4.0,5.015577553539859,1.0155775535398588,98.59501763409347,91.75123756890798,507.38042831407176,0.0
17,4.0,4.9906178878791145,0.9906178878791145,99.01637087949923,91.75128266222528,502.1388985253155,0.0
18,4.0,4.965752202719208,0.9657522027192078,99.43574712892162,91.75129241599139,496.9171046417351,0.0
19,4.0,4.940960729778026,0.940960729778026,99.8534365181042,91.75130127290045,491.7108953240869,0.0
20,4.0,4.9162247975945785,0.9162247975945785,100.27003521289907,91.75127629451028,440.57715539007233,0.0
21,4.0,4.892024861322325,0.8920248613223247,100.67552570644366,91.75125113941336,399.78566759665256,0.0
22,4.0,4.869851098682859,0.8698510986828589,101.03902508585969,91.75122559337552,367.51578248677004,0.0
23,4.0,4.851230515839799,0.8512305158397986,101.32831619695254,91.75120522030737,342.3150989087901,0.0
24,4.0,4.8369069816855825,0.8369069816855825,101.52727044705402,91.75119543149226,339.30715673640475,0.0
25,4.0,4.826710370258645,0.8267103702586454,101.63891984090198,91.7511733179198,337.16586833674796,0.0
26,4.0,4.819779512908331,0.8197795129083314,101.68166507704707,91.75116413239824,335.710388293182,0.0
27,4.0,4.815395594033895,0.8153955940338946,101.67051297736622,91.7511565209462,334.7897653295503,0.0
28,4.0,4.813023186183073,0.8130231861830728,101.61741321887321,91.75116533597735,334.2915596808777,0.0
29,4.0,4.812201790104621,0.8122017901046208,101.53215963660227,91.75118012366123,334.1190665044028,0.0
30,4.0,4.81257660290626,0.81257660290626,101.42250606819518,91.75120702329451,334.197777192747,0.0
31,4.0,4.8138873077866435,0.8138873077866435,101.29449081268086,91.75121649873195,334.4730252176276,0.0
32,4.0,4.815923717704346,0.8159237177043464,101.15280622439145,91.75122640942631,403.26720515442327,0.0
33,4.0,4.817323991583263,0.8173239915832626,101.0259370680621,91.7512521196962,403.5612626689957,0.0
34,4.0,4.815638074503229,0.8156380745032292,100.96443781608839,91.75124975177094,403.2072200821887,0.0
35,4.0,4.811526314916686,0.8115263149166863,100.95402489679752,91.75124847323528,402.3437505690147,0.0
36,4.0,4.805645726536198,0.8056457265361976,100.98061733180064,91.75123740071128,469.2770374621137,0.0
37,4.0,4.7973673543432716,0.7973673543432716,101.05716419969028,91.75123375431801,467.5385793015992,0.0
38,4.0,4.785211363474224,0.7852113634742244,101.2145676703385,91.75121863766242,464.9858212190993,0.0
39,4.0,4.770112242205064,0.7701122422050641,101.43328673920892,91.75120035213838,461.81500575257564,0.0
40,4.0,4.752810340430414,0.7528103404304138,101.69779199290342,91.75119993944446,458.1816063798991,0.0
41,4.0,4.733860121377807,0.7338601213778073,101.99665441916758,91.75119284312984,454.20206037885174,0.0
42,4.0,4.713701726122123,0.7137017261221228,102.32103313302565,91.75119153897022,449.968797375158,0.0
43,4.0,4.69270661452959,0.6927066145295901,102.66283068634522,91.7512051144499,445.5598239407261,0.0
44,4.0,4.671259342835888,0.6712593428358877,103.01403193774493,91.75121538900353,441.0558968850486,0.0
45,4.0,4.6496498865704785,0.6496498865704785,103.36839242340237,91.75121237584823,436.5179110693126,0.0
46,4.0,4.628089409979137,0.628089409979137,103.72100032573941,91.75120979940833,431.9902109851309,0.0
47,4.0,4.606750208428055,0.6067502084280552,104.06814402866947,91.75119799202534,427.5089786594037,0.0
48,4.0,4.585807645723035,0.585807645723035,104.40586649121485,91.7512024353364,423.11104049134946,0.0
49,4.0,4.565390210162076,0.565390210162076,104.73079681863972,91.75121938653243,418.82337902354806,0.0
50,4.0,4.545517931479759,0.5455179314797594,105.04223813188985,91.7512041818607,414.6502005002616,0.0
51,4.0,4.526428413065872,0.5264284130658723,105.3349837197379,91.7512113196363,410.6414016333453,0.0
52,4.0,4.507966047935823,0.507966047935823,105.61193601670321,91.7512148708301,406.76430495603495,0.0
53,4.0,4.490258835606492,0.4902588356064923,105.87031703510964,91.75121461681037,403.0457903668755,0.0
54,4.0,4.473332043234242,0.47333204323424205,106.10961656987907,91.75119685593118,399.49116396870295,0.0
55,4.0,4.456982338196,0.4569823381960001,106.33409513392593,91.75118508804684,396.05772591067216,0.0
56,4.0,4.441448621407862,0.44144862140786234,106.53837438379382,91.75117350930647,392.79564538516325,0.0
57,4.0,4.426554258002812,0.4265542580028123,106.72647338579615,91.75118052938144,389.66782907010275,0.0
58,4.0,4.4124072520685536,0.41240725206855355,106.89588940610962,91.75120019931374,386.6969578239084,0.0
59,4.0,4.39900596128879,0.39900596128878973,107.04650975743283,91.75120504137105,383.882686760158,0.0
60,4.0,4.3861959336596,0.38619593365960014,107.18208015943573,91.75121566412022,381.19258095802815,0.0
61,4.0,4.374187446636092,0.3741874466360917,107.29768053201926,91.75122484711163,378.6707986830914,0.0
62,4.0,4.3627867600395245,0.3627867600395245,107.39766245617592,91.75124074976053,376.2766544978123,0.0
63,4.0,4.352005689374178,0.3520056893741783,107.48197024148617,91.75125687206885,374.01262965808957,0.0
64,4.0,4.34199303822322,0.3419930382232197,107.54694073006078,91.75125663254966,371.90997291638826,0.0
65,4.0,4.332501881827226,0.33250188182722606,107.59866653550894,91.75123126434029,369.9168300732296,0.0
66,4.0,4.32372600783923,0.32372600783923033,107.63269031953608,91.7512270618161,368.0738965357505,0.0
67,4.0,4.315454964787579,0.3154549647875786,107.65359788353469,91.75121329929812,366.33697749490364,0.0
68,4.0,4.307711571246845,0.3077115712468448,107.66144893990047,91.7512073392355,364.7108648513495,0.0
69,4.0,4.300508528194992,0.3005085281949924,107.65619261072486,91.75119339263013,363.19822581046054,0.0
70,4.0,4.293684993009553,0.29368499300955264,107.64148201463321,91.75118501630317,361.7652834215182,0.0
71,4.0,4.287294342134777,0.28729434213477667,107.61677531957686,91.7511767624384,360.42324673781525,0.0
72,4.0,4.281226135049831,0.28122613504983107,107.58415692382921,91.75117493936558,359.1489232499767,0.0
73,4.0,4.275513406832696,0.27551340683269565,107.54347380523791,91.75118962590872,357.9492503243782,0.0
