Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Brake Torque (Nm)
72,4.0,7.190396093005333,3.190396093005333,78.90829151743834,77.52396375393664,630.0,0.0
73,4.0,7.134773658429197,3.1347736584291974,79.51103125668627,77.5239727238342,625.3873448566248,0.0
74,4.0,7.080099926907533,3.0800999269075326,80.10832465612002,77.52398659586906,614.4799354180527,0.0
75,4.0,7.0263350845547,3.0263350845546997,80.70013678098212,77.5239867854688,603.7538493686626,0.0
76,4.0,6.973451495306437,2.9734514953064366,81.28664230588676,77.52399341845134,593.2035733136341,0.0
77,4.0,6.921422775644103,2.9214227756441034,81.86798819208323,77.5240020416766,582.8238437409985,0.0
78,4.0,6.870174062141413,2.8701740621414134,82.44428083338407,77.52401088607665,572.5997253972118,0.0
79,4.0,6.819691563466683,2.819691563466683,83.01564427048638,77.5240185930576,562.5284669116032,0.0
80,4.0,6.769954374838371,2.7699543748383713,83.58215606603474,77.52402296688184,552.6058977802551,0.0
81,4.0,6.7210830123338114,2.7210830123338114,84.14212296753053,77.52402295512563,542.8560609605953,0.0
82,4.0,6.673377377310693,2.6733773773106932,84.69126463859162,77.52402187891137,533.3387867734833,0.0
83,4.0,6.6271575932085725,2.6271575932085725,85.22546902926207,77.52400604426855,524.1179398451102,0.0
84,4.0,6.5825674990837975,2.5825674990837975,85.74179488523792,77.52400536843794,515.2222160672176,0.0
85,4.0,6.539721179047106,2.539721179047106,86.23819007420738,77.52400454334406,506.6743752198976,0.0
86,4.0,6.498697920121461,2.4986979201214607,86.71328107672002,77.52400185978308,498.49023506423146,0.0
87,4.0,6.459486659279632,2.459486659279632,87.16619044774917,77.52399865873998,490.6675885262865,0.0
88,4.0,6.4220967886226745,2.4220967886226745,87.5964914385779,77.52398515342549,483.2083093302235,0.0
89,4.0,6.386487904832293,2.3864879048322933,88.00402232348182,77.52399284899285,476.1043370140425,0.0
90,4.0,6.352603157393405,2.352603157393405,88.38893734445033,77.52398416688341,469.3443298999843,0.0
91,4.0,6.320400955032483,2.3204009550324827,88.75151061415632,77.52400059715649,462.9199905289803,0.0
92,4.0,6.2898019896118615,2.2898019896118615,89.09219807300587,77.52400208859339,456.81549692756636,0.0
93,4.0,6.260755063700808,2.260755063700808,89.41151402295372,77.52399612626678,451.02063520831115,0.0
94,4.0,6.23319432635854,2.2331943263585403,89.71006113185094,77.5239886105188,445.52226810852875,0.0
95,4.0,6.207051069057951,2.2070510690579512,89.98846775541423,77.52398825361657,440.30668827706126,0.0
96,4.0,6.182248099958511,2.182248099958511,90.2474287035893,77.52399642624626,435.358495941723,0.0
97,4.0,6.158707887298034,2.158707887298034,90.48762725991062,77.52400240048966,430.6622235159577,0.0
98,4.0,6.136405416838733,2.136405416838733,90.70972357394841,77.52400500572719,426.21288065932725,0.0
99,4.0,6.1152588318513255,2.1152588318513255,90.91445569987572,77.52400944448357,421.9941369543394,0.0
100,4.0,6.095213121908974,2.095213121908974,91.10248720820093,77.52402035870057,417.99501782084025,0.0
101,4.0,6.076231183403336,2.076231183403336,91.2743181496556,77.52401360378273,414.2081210889655,0.0
102,4.0,6.05828148785877,2.0582814878587703,91.43034022435901,77.52400723528976,410.62715682782465,0.0
103,4.0,6.041324178603371,2.0413241786033707,91.57102077423758,77.52401308309925,407.2441736313724,0.0
104,4.0,6.025322722355417,2.0253227223554173,91.69684209672968,77.52401906889719,404.05188310990576,0.0
105,4.0,6.010229200486949,2.0102292004869486,91.80840200395566,77.5240113057607,401.04072549714624,0.0
106,4.0,5.996021065731307,1.9960210657313073,91.90624157553228,77.52398925222228,398.2062026133958,0.0
107,4.0,5.9826409574413395,1.9826409574413395,91.99098339318572,77.52397227665234,395.5368710095472,0.0
108,4.0,5.970057517821236,1.9700575178212363,92.06324302562513,77.52395952190241,393.0264748053366,0.0
109,4.0,5.958225583707756,1.9582255837077556,92.12359916779668,77.523960175043,390.66600394969726,0.0
110,4.0,5.947107940627961,1.9471079406279612,92.17266628851215,77.52397367965744,388.44803415527826,0.0
111,4.0,5.936669349242639,1.9366693492426386,92.21102626523283,77.52400543950652,386.3655351739064,0.0
112,4.0,5.926872211035601,1.926872211035601,92.23921533120668,77.5240191677517,384.41100610160237,0.0
113,4.0,5.917689150878403,1.9176891508784033,92.2577885571552,77.52400950616105,382.5789856002415,0.0
114,4.0,5.9090769730436925,1.9090769730436925,92.26727916019102,77.52401951556531,380.8608561222166,0.0
115,4.0,5.901006022513501,1.901006022513501,92.26818277368416,77.52401504565881,379.25070149144346,0.0
116,4.0,5.893463015450091,1.8934630154500907,92.26098174016613,77.52401970594056,377.74587158229303,0.0
117,4.0,5.886415345251933,1.8864153452519332,92.2461344870038,77.5240074706755,376.33986137776066,0.0
118,4.0,5.879845376562038,1.879845376562038,92.2240690465697,77.52398471055038,375.02915262412654,0.0
119,4.0,5.8737009277534415,1.8737009277534415,92.19526766173654,77.52400240335793,373.80333508681156,0.0
120,4.0,5.867988333409939,1.8679883334099392,92.16007231079757,77.5240179090416,372.6636725152829,0.0
121,4.0,5.862675065723842,1.8626750657238418,92.11891290746475,77.52401847901217,371.6036756119064,0.0
122,4.0,5.857721538751106,1.8577215387511057,92.07215300087991,77.52401326792277,370.61544698084555,0.0
123,4.0,5.853134232087744,1.8531342320877444,92.02011388361582,77.52401304674174,369.700279301505,0.0
124,4.0,5.848886983128308,1.848886983128308,91.96314995246222,77.52399147281233,368.8529531340974,0.0
125,4.0,5.844950663984855,1.8449506639848554,91.90159036599934,77.52396635988245,368.0676574649786,0.0
126,4.0,5.841328944965721,1.8413289449657206,91.83568500356276,77.5239672155633,367.3451245206612,0.0
127,4.0,5.8379857927757755,1.8379857927757755,91.76574752556343,77.52398603538244,366.67816565876717,0.0
128,4.0,5.83493217682713,1.83493217682713,91.69203154835988,77.52400243207903,366.06896927701246,0.0
129,4.0,5.832136695864059,1.832136695864059,91.6148425938672,77.52402642588994,365.5112708248798,0.0
130,4.0,5.829568852178099,1.8295688521780988,91.53446013142711,77.52403323930739,364.9989860095307,0.0
131,4.0,5.827229461350923,1.8272294613509228,91.45118469583004,77.52402771171116,364.5322775395091,0.0
132,4.0,5.825105007717615,1.8251050077176147,91.365226042487,77.52402476824594,364.10844903966415,0.0
133,4.0,5.823181607892995,1.8231816078929954,91.27681308746246,77.52401448036134,363.7247307746526,0.0
134,4.0,5.821443694568987,1.8214436945689867,91.18617458084591,77.52400666421109,436.1229632214434,0.0
135,4.0,5.818238204710104,1.818238204710104,91.11913348782032,77.52398154461594,435.4834679945963,0.0
136,4.0,5.8106710069376115,1.8106710069376115,91.1208151840461,77.52396258813334,433.973812038984,0.0
137,4.0,5.799847723416738,1.7998477234167378,91.17297513147533,77.5239505602473,431.8145669765697,0.0
138,4.0,5.786815322048946,1.7868153220489464,91.25971637418935,77.52396685389826,429.2146029036953,0.0
139,4.0,5.772313734786267,1.772313734786267,91.36917953686647,77.52399201197335,426.32153624479076,0.0
140,4.0,5.75690730172505,1.7569073017250503,91.49245479901613,77.5239992509356,423.2479528490781,0.0
141,4.0,5.741036327118945,1.7410363271189446,91.62281575375857,77.52400624291143,420.08169341516,0.0
142,4.0,5.72500220010615,1.7250022001061502,91.7552297538286,77.5240152422478,416.8828850761075,0.0
143,4.0,5.709057434349669,1.7090574343496687,91.88591370871508,77.52402135234745,413.70190430768946,0.0
144,4.0,5.693371594888424,1.6933715948884238,92.01206545566455,77.52402176430117,410.5725793351711,0.0
145,4.0,5.678060438377139,1.6780604383771394,92.13166722723443,77.52401752818783,407.51800361116983,0.0
146,4.0,5.663230026309988,1.6632300263099884,92.24324074378528,77.52401026275454,404.5593364037732,0.0
147,4.0,5.648920324936447,1.648920324936447,92.34579904126686,77.52400595205177,401.70455097975173,0.0
148,4.0,5.635179210101489,1.635179210101489,92.43867654945437,77.52400287189243,398.96319857017755,0.0
149,4.0,5.622049459373124,1.622049459373124,92.52149880771317,77.52398845529584,396.3438132998687,0.0
150,4.0,5.609496738265211,1.6094967382652108,92.5941167196519,77.52399956532993,393.83954543884005,0.0
151,4.0,5.597552227988687,1.597552227988687,92.65652656365886,77.52399133704199,391.4566156386735,0.0
152,4.0,5.586210199006326,1.5862101990063264,92.70881622849429,77.52400035421401,389.1938808566926,0.0
153,4.0,5.575446174572125,1.575446174572125,92.7512292096821,77.52402246199277,387.04645798206946,0.0
154,4.0,5.565243670319275,1.5652436703192754,92.78397968113008,77.52403844872543,385.0110583836259,0.0
155,4.0,5.555604196407898,1.5556041964078977,92.80742172166995,77.52402916678614,383.0879833383061,0.0
156,4.0,5.546482621720976,1.5464826217209762,92.82189839927318,77.5240164275365,381.2682291882652,0.0
157,4.0,5.537869512401939,1.5378695124019393,92.82773522839717,77.52402191525101,379.54991387911736,0.0
158,4.0,5.529748642027302,1.529748642027302,92.8253240359776,77.52400610535938,377.92980023937724,0.0
159,4.0,5.522108227176513,1.5221082271765134,92.81500618820824,77.52399165809109,376.40553747664495,0.0
160,4.0,5.51493168887606,1.51493168887606,92.79715001177162,77.52398860951838,374.97381808570447,0.0
161,4.0,5.508181789098715,1.5081817890987148,92.7721278956796,77.52399491507886,373.6272130801241,0.0
162,4.0,5.501847456480051,1.5018474564800508,92.74029545113805,77.52400981460312,372.36351372270065,0.0
163,4.0,5.49590205495154,1.4959020549515403,92.70207001560323,77.52400047524488,371.17740611776276,0.0
164,4.0,5.490357954765539,1.490357954765539,92.65772511915034,77.52400067029856,370.0713581306555,0.0
165,4.0,5.485151368154438,1.4851513681544377,92.6076392852027,77.5240140536788,369.0326441017408,0.0
166,4.0,5.480304702727437,1.4803047027274374,92.55211687984102,77.52400153896906,368.06573434905425,0.0
167,4.0,5.475779270158601,1.4757792701586014,92.49146744601205,77.52400513678629,367.1629105515715,0.0
168,4.0,5.471569801844136,1.4715698018441357,92.42597778971157,77.52401713332307,366.3231216228356,0.0
169,4.0,5.467665663508989,1.4676656635089893,92.35595737567921,77.52400630419929,365.54424602497386,0.0
170,4.0,5.464047923468081,1.4640479234680814,92.28163559977138,77.52400021318547,364.82250688681273,0.0
171,4.0,5.46069646940708,1.4606964694070799,92.20328352654917,77.52398202214239,364.15389180164294,0.0
172,4.0,5.457610014630303,1.457610014630303,92.1211609331519,77.52397458331123,363.53814407367594,0.0
173,4.0,5.454775226504284,1.4547752265042844,92.03550400643451,77.52396822154921,362.9726038425352,0.0
174,4.0,5.4521836401972985,1.4521836401972985,91.94654496708159,77.52397063852155,362.45558237429157,0.0
175,4.0,5.449806928514747,1.4498069285147466,91.85452087810059,77.5239880759994,361.9814283936224,0.0
176,4.0,5.447646340144076,1.4476463401440762,91.7597352163387,77.52400572939719,361.5503910136737,0.0
177,4.0,5.44569088398338,1.4456908839833797,91.66240620091325,77.52403577316059,361.1602775096148,0.0
178,4.0,5.44391887872256,1.4439188787225596,91.56274404779334,77.52402222138264,418.489828731018,0.0
179,4.0,5.440966168232351,1.4409661682323511,91.48376200578811,77.52401637098416,417.9007629882214,0.0
180,4.0,5.4347839123938835,1.4347839123938835,91.45915925580184,77.52400859043499,416.66740294844715,0.0
181,4.0,5.426287119183195,1.4262871191831952,91.47366306224076,77.52400583760533,414.97229270291484,0.0
182,4.0,5.41619539727844,1.4161953972784396,91.51485153333536,77.52399197279553,412.95899418291606,0.0
183,4.0,5.405050792955324,1.4050507929553238,91.57343656656097,77.52398901156916,410.7356456204545,0.0
184,4.0,5.3932796523113495,1.3932796523113495,91.64248336171185,77.52398657742032,408.3873030619816,0.0
185,4.0,5.381165868425044,1.381165868425044,91.71676595012931,77.52399202159165,405.9706031766637,0.0
186,4.0,5.368959345186696,1.3689593451866964,91.79239247823894,77.52401184325929,403.53540179061326,0.0
187,4.0,5.356822099784161,1.3568220997841607,91.86645518899766,77.52400387851037,401.1140213328074,0.0
188,4.0,5.344889472140979,1.344889472140979,91.93683092387624,77.52398721516305,398.7334621179927,0.0
189,4.0,5.333236068310914,1.3332360683109137,92.0019654856555,77.52397478889871,396.4086080538947,0.0
190,4.0,5.3219327003694845,1.3219327003694845,92.06074923145047,77.52396609381937,394.1535861495795,0.0
191,4.0,5.31102883899173,1.3110288389917297,92.11244264064435,77.52395996021171,391.97826580471747,0.0
192,4.0,5.300539340386739,1.300539340386739,92.15658170293887,77.5239556918789,389.88561083302176,0.0
193,4.0,5.290500558051196,1.2905005580511961,92.19285918864087,77.52395268827931,387.882873757081,0.0
194,4.0,5.280896048561088,1.2808960485610879,92.22119347085915,77.52395063321848,385.96677411380443,0.0
195,4.0,5.271754487049464,1.2717544870494644,92.24157423413892,77.52396737962694,384.1430325922355,0.0
196,4.0,5.2630421109405665,1.2630421109405665,92.25409505759268,77.52399281623988,382.40491355851043,0.0
197,4.0,5.254750739175772,1.2547507391757717,92.25893059046655,77.52402905165106,380.75078489143385,0.0
198,4.0,5.246894621518288,1.2468946215182877,92.25628212415748,77.52403918907251,379.18348941876576,0.0
199,4.0,5.23946328545945,1.2394632854594496,92.24639014900033,77.52403182068818,377.70093787502753,0.0
200,4.0,5.232437198953276,1.232437198953276,92.22950225312108,77.52402874610972,376.29923361704596,0.0
201,4.0,5.225795806388741,1.2257958063887413,92.20592004640797,77.52401672713081,374.97427580042125,0.0
202,4.0,5.219528781639359,1.219528781639359,92.17590289560539,77.52401178552705,373.72400436291946,0.0
203,4.0,5.21362545057073,1.2136254505707296,92.1397386014858,77.52401167722759,372.5462898147279,0.0
204,4.0,5.208076993080752,1.208076993080752,92.09777020855383,77.523998143621,371.4393725454774,0.0
205,4.0,5.202855496461475,1.202855496461475,92.05020970501336,77.52400919490148,370.3976839699316,0.0
206,4.0,5.197954068728022,1.1979540687280217,91.99739311932238,77.52399113502912,369.4198491371077,0.0
207,4.0,5.193353710662454,1.1933537106624543,91.93955648746186,77.52399636737749,368.502077703027,0.0
208,4.0,5.189055610312583,1.1890556103125833,91.87696131307011,77.52400057866042,367.6446066832277,0.0
209,4.0,5.1850399345023375,1.1850399345023375,91.80990226823491,77.524009067371,366.8434793590837,0.0
210,4.0,5.181293701706752,1.1812937017067524,91.73858328193826,77.5240052713825,366.0961059163645,0.0
211,4.0,5.177816048039438,1.1778160480394382,91.66326023838587,77.5240055472386,365.4023140097353,0.0
212,4.0,5.174571476699321,1.1745714766993212,91.58420676607247,77.52401716934902,364.7550220273819,0.0
213,4.0,5.171568805614855,1.1715688056148554,91.50170866689032,77.52401365826609,364.15598914603106,0.0
214,4.0,5.168784122307174,1.1687841223071738,91.41601377076222,77.5240076860109,363.60044482614853,0.0
215,4.0,5.166217704098825,1.166217704098825,91.32735145987633,77.52401449385918,363.08844439358296,0.0
216,4.0,5.163849406075944,1.1638494060759443,91.23594618562907,77.5240116857935,362.6159689380183,0.0
217,4.0,5.1616611238340715,1.1616611238340715,91.14196393108732,77.5240019208451,362.1794066307647,0.0
218,4.0,5.159669882522032,1.1596698825220324,91.04561589247804,77.524007214778,361.78215398901284,0.0
219,4.0,5.157846119070014,1.1578461190700136,90.9470743507118,77.52401419125123,407.68914149296415,0.0
220,4.0,5.1550859941743825,1.1550859941743825,90.86585967006219,77.52280073796437,407.1384965762858,0.0
221,4.0,5.149943369204526,1.149943369204526,90.82741729695765,77.51871809814371,406.1125428947994,0.0
222,4.0,5.143107041491374,1.1431070414913744,90.81911998219613,77.51532989016708,404.74869551602563,0.0
223,4.0,5.135108112179931,1.135108112179931,90.83113807478613,77.51271163334133,403.15290911839264,0.0
224,4.0,5.126351824516747,1.126351824516747,90.85625537759267,77.50621376413187,401.40602972958743,0.0
225,4.0,5.117172118924452,1.1171721189244517,90.88913657722242,77.49984492525354,399.57467846392456,0.0
226,4.0,5.107755912387925,1.1077559123879253,90.92583502456812,77.49679483170344,397.69614525988754,0.0
227,4.0,5.098273542826864,1.0982735428268642,90.96335319802738,77.49292480732089,395.80441253245584,0.0
228,4.0,5.088870123872116,1.0888701238721161,90.99953595226368,77.48797670061833,393.9284304509836,0.0
229,4.0,5.079617421765763,1.0796174217657626,91.03272439965315,77.48617998760943,392.0825163807661,0.0
230,4.0,5.070590500547213,1.0705905005472127,91.06173595567239,77.48591422112018,390.2816455976654,0.0
231,4.0,5.061809705024487,1.061809705024487,91.08572385490228,77.48203755796412,388.5298768908816,0.0
232,4.0,5.053331776338584,1.0533317763385837,91.10414906462579,77.47948800776813,386.8385301180439,0.0
233,4.0,5.045179577768904,1.045179577768904,91.11659044515207,77.4784824876497,385.2121665033928,0.0
234,4.0,5.037349672803675,1.0373496728036748,91.12289263157096,77.47630343712446,383.6501004628296,0.0
235,4.0,5.029847828597925,1.0298478285979247,91.12296358092627,77.47163572995996,382.1534825437824,0.0
236,4.0,5.0227127221830035,1.0227127221830035,91.11682561496033,77.46894669991785,380.7300288140056,0.0
237,4.0,5.015929038642636,1.0159290386426356,91.10453051626885,77.46716632885521,379.37668394770225,0.0
238,4.0,5.009457751083487,1.0094577510834872,91.08627202658963,77.46134770311694,378.08566207965214,0.0
239,4.0,5.003321078672338,1.0033210786723377,91.06216400363537,77.4570675252016,376.8613959336278,0.0
240,4.0,4.997526962544444,0.9975269625444438,91.0324064441944,77.45480436057913,375.70546976611297,0.0
241,4.0,4.992028016254611,0.9920280162546113,90.99719812083731,77.45208063835774,374.6084299812914,0.0
242,4.0,4.986805953111043,0.9868059531110429,90.95683641698533,77.44746515938755,373.5666283841495,0.0
243,4.0,4.981875765478734,0.9818757654787342,90.91155269407811,77.44534358104208,372.5830559515039,0.0
244,4.0,4.977214425761054,0.977214425761054,90.86163601381394,77.44452332461266,371.65311867782674,0.0
245,4.0,4.9728153593498705,0.9728153593498705,90.80725166265718,77.43959698434408,370.7755049287956,0.0
246,4.0,4.968680415057868,0.9686804150578681,90.74857647570397,77.43614027534989,369.95058354254115,0.0
247,4.0,4.964807629860278,0.9648076298602781,90.68578342784505,77.43442735053279,369.17796289562193,0.0
248,4.0,4.961165162459342,0.9611651624593422,90.61902503312162,77.43350755407536,368.4512906491352,0.0
249,4.0,4.957759000330294,0.9577590003302943,90.54847192257877,77.43293480982858,367.77176130439017,0.0
250,4.0,4.954588184137645,0.9545881841376449,90.47430741653851,77.4336945342853,367.1391834739566,0.0
251,4.0,4.95164095536024,0.9516409553602401,90.39668602586556,77.4347952644426,366.55121133286434,0.0
252,4.0,4.948906229759712,0.9489062297597117,90.31578975056438,77.43695956201253,366.00563357555893,0.0
253,4.0,4.946367621947008,0.9463676219470081,90.23177048143963,77.43917985599606,365.49918131692453,0.0
254,4.0,4.94404788706818,0.9440478870681801,90.14477612894841,77.44071573263017,365.0363942085984,0.0
255,4.0,4.94191996588458,0.9419199658845798,90.0549674371251,77.44136234152943,364.61187393247013,0.0
256,4.0,4.93999071588941,0.9399907158894099,89.96248835849757,77.44114241418649,401.8095951972284,0.0
257,4.0,4.937316928832908,0.9373169288329084,89.88423812301689,77.44025901267835,401.27617467945635,0.0
258,4.0,4.932842758295366,0.932842758295366,89.83936520607716,77.43904826593297,400.3835776572166,0.0
259,4.0,4.927124488120365,0.9271244881203646,89.81755774082991,77.43780994725505,399.24278275730387,0.0
260,4.0,4.920563980403643,0.9205639804036432,89.81104173835213,77.43678680670703,397.933961467818,0.0
261,4.0,4.913490113728391,0.9134901137283906,89.81406854555622,77.43616086986651,396.5227250661051,0.0
262,4.0,4.9061238393123565,0.9061238393123565,89.82248382233612,77.43599379339713,395.05315332010633,0.0
263,4.0,4.898596352407136,0.8985963524071359,89.83322893788889,77.43623139698144,393.5514196825148,0.0
264,4.0,4.891067546951483,0.8910675469514828,89.84405942546762,77.4367446867731,392.049422994112,0.0
265,4.0,4.883622227384752,0.8836222273847518,89.85335629808732,77.43738330588148,390.56408174054917,0.0
266,4.0,4.876323540163517,0.8763235401635168,89.85998359069266,77.4379929207878,389.1079936399128,0.0
267,4.0,4.869217624039269,0.869217624039269,89.86309551755934,77.43846945012443,387.69036337312536,0.0
268,4.0,4.8623349392225235,0.8623349392225235,89.8621613632125,77.43872127597639,386.3172677521846,0.0
269,4.0,4.855693240331805,0.8556932403318047,89.8567859989005,77.43875075256952,384.99224882348625,0.0
270,4.0,4.849300422854435,0.8493004228544354,89.84675613263856,77.43861003955081,383.716881736751,0.0
271,4.0,4.843163712476047,0.8431637124760467,89.83195346422461,77.43832450232065,382.4926080162625,0.0
272,4.0,4.837309647067203,0.8373096470672028,89.81234356791659,77.4380076808365,381.3247219671981,0.0
273,4.0,4.831713349565997,0.8317133495659972,89.78795263009458,77.43771991531867,380.2082606157077,0.0
274,4.0,4.826383427990942,0.8263834279909421,89.75886392426673,77.43750359443737,379.1449412614841,0.0
275,4.0,4.821304205807805,0.821304205807805,89.72519037961435,77.43743004190057,378.13163643594834,0.0
276,4.0,4.816502075922148,0.8165020759221484,89.68701579375974,77.43743680227185,377.1736115237598,0.0
277,4.0,4.81194341790087,0.8119434179008698,89.64452582331145,77.43754720617528,376.2641592485147,0.0
278,4.0,4.807630454076061,0.8076304540760608,89.59781034249163,77.43768760483644,375.40372296546536,0.0
