Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Decel (m/s^2)
0,4.0,9.540145856315442,5.540145856315442,54.93834280129896,77.52388753084492,630.0,0.0
1,4.0,9.729130752907349,5.7291307529073485,53.99005046972037,77.52434889418845,630.0,0.0
2,4.0,9.890220566698101,5.890220566698101,53.23175633848352,77.52465872079057,630.0,0.0
3,4.0,10.000037596951325,6.000037596951325,52.76983204280348,77.52478261318245,630.0,0.0
4,4.0,10.049333428917105,6.049333428917105,52.634245718694494,77.52472066677348,630.0,0.0
5,4.0,10.053352274724462,6.053352274724462,52.73629323039228,77.5245346693648,630.0,0.0
6,4.0,10.026717489304138,6.026717489304138,52.99870274406574,77.52426618284069,630.0,0.0
7,4.0,9.979574182837911,5.979574182837911,53.37032653900427,77.5240045756642,630.0,0.0
8,4.0,9.91888887579067,5.918888875790669,53.816948555050004,77.52379115587745,630.0,0.0
9,4.0,9.849555864098622,5.8495558640986225,54.31421606063578,77.52366713626235,630.0,0.0
10,4.0,9.775358356561618,5.775358356561618,54.84318787356892,77.52363264402429,630.0,0.0
11,4.0,9.69883147042064,5.6988314704206395,55.39091472514484,77.52368089509368,630.0,0.0
12,4.0,9.621573619953486,5.621573619953486,55.948674656337296,77.52378418127776,630.0,0.0
13,4.0,9.544660452160947,5.544660452160947,56.51060190611563,77.52391501649595,630.0,0.0
14,4.0,9.46874253766075,5.46874253766075,57.07273603729629,77.52403202958077,630.0,0.0
15,4.0,9.394195298020476,5.394195298020476,57.63244589822317,77.5241214935213,630.0,0.0
16,4.0,9.32128448590081,5.32128448590081,58.18795230230021,77.524162865068,630.0,0.0
17,4.0,9.250136966618975,5.2501369666189746,58.738124459331935,77.52416292853698,630.0,0.0
18,4.0,9.18080312882638,5.18080312882638,59.282213180040685,77.5241354110137,630.0,0.0
19,4.0,9.113246655907897,5.113246655907897,59.81978972041753,77.52409410276579,630.0,0.0
20,4.0,9.047493505507722,5.047493505507722,60.350571899910264,77.524048068832,630.0,0.0
21,4.0,8.983465507212596,4.983465507212596,60.87444402509288,77.52399952850556,630.0,0.0
22,4.0,8.921011584388776,4.921011584388776,61.392043849298574,77.5239680138164,630.0,0.0
23,4.0,8.859796833619784,4.859796833619784,61.90535242142199,77.52394819853319,630.0,0.0
24,4.0,8.799474673222964,4.799474673222964,62.4165973092968,77.52394694810108,630.0,0.0
25,4.0,8.739792228995285,4.7397922289952845,62.92733696361124,77.52394888413727,630.0,0.0
26,4.0,8.680601356208689,4.680601356208689,63.43865487257723,77.52394128902638,630.0,0.0
27,4.0,8.62175883196505,4.6217588319650496,63.951343496607905,77.5239436520691,630.0,0.0
28,4.0,8.563205398294368,4.563205398294368,64.4659717932225,77.52397104318348,630.0,0.0
29,4.0,8.504865596849449,4.504865596849449,64.98300055391205,77.5240021440722,630.0,0.0
30,4.0,8.446695132947855,4.4466951329478555,65.50278215817491,77.5240266819181,630.0,0.0
31,4.0,8.388652100895058,4.388652100895058,66.02561329240321,77.52405000386462,630.0,0.0
32,4.0,8.3307156227877,4.3307156227877,66.55175818880657,77.5240463500926,630.0,0.0
33,4.0,8.272856296760471,4.272856296760471,67.08145640590294,77.52403548124852,630.0,0.0
34,4.0,8.21503085411671,4.21503085411671,67.61508076285048,77.5240211533479,630.0,0.0
35,4.0,8.157173810819708,4.1571738108197085,68.15325690423684,77.52400753726829,630.0,0.0
36,4.0,8.099234986574533,4.099234986574533,68.69654312016979,77.52397730800392,630.0,0.0
37,4.0,8.041133275360917,4.041133275360917,69.24539256985449,77.52396375393664,630.0,0.0
38,4.0,7.982882348806319,3.982882348806319,69.80022612839161,77.5239727238342,630.0,0.0
39,4.0,7.9244573995175775,3.9244573995175775,70.36142043369813,77.52398659586906,630.0,0.0
40,4.0,7.865807320331661,3.865807320331661,70.92934121713847,77.5239867854688,630.0,0.0
41,4.0,7.8068869597740935,3.8068869597740935,71.50437583648848,77.52399341845134,630.0,0.0
42,4.0,7.747715269155208,3.747715269155208,72.0868487287572,77.5240020416766,630.0,0.0
43,4.0,7.688256124435588,3.688256124435588,72.67717483841305,77.52401088607665,630.0,0.0
44,4.0,7.628496299259378,3.6284962992593783,73.27571537444929,77.5240185930576,630.0,0.0
45,4.0,7.568414274832274,3.568414274832274,73.88289109245515,77.52402296688184,630.0,0.0
46,4.0,7.508096143797738,3.5080961437977383,74.49811938228387,77.52402295512563,630.0,0.0
47,4.0,7.447800260546066,3.4478002605460656,75.11875351847918,77.52402187891137,630.0,0.0
