Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Brake Torque (Nm)
0,4.0,6.189668459317615,2.1896684593176152,53.336865193491676,77.51492865197758,-0.0,0.0
1,4.0,6.16491000488937,2.1649100048893697,53.74476122898132,77.50219771054806,431.8995459754292,0.0
2,4.0,6.12892512063484,2.1289251206348396,54.251196789414735,77.49631075387444,424.7205615666505,0.0
3,4.0,6.11364654776919,2.11364654776919,54.5746582324395,77.49714389026151,421.6724862799534,0.0
4,4.0,6.124815668753553,2.124815668753553,54.66155564854426,77.50323060283137,423.9007259163337,0.0
5,4.0,6.154116970276986,2.154116970276986,54.58693666906802,77.51234681793751,429.7463355702587,0.0
6,4.0,6.196163939836042,2.196163939836042,54.40247267137614,77.52205529532537,438.13470599729044,0.0
7,4.0,6.247727171766703,2.2477271717667033,54.139953267012245,77.53029037736933,448.4215707674573,0.0
8,4.0,6.306968090698202,2.306968090698202,53.81883953303853,77.53568176415595,460.24013409429136,0.0
9,4.0,6.372799420468683,2.3727994204686826,53.45101331384286,77.5376923548403,473.3734843835022,0.0
10,4.0,6.444746776772479,2.4447467767724786,53.04360322960305,77.53655633535458,487.72698196610946,0.0
11,4.0,6.522569868964927,2.5225698689649274,52.60075022176659,77.5331000253569,503.25268885850306,0.0
12,4.0,6.606380770837668,2.606380770837668,52.12464864413111,77.52849368281478,519.9729637821148,0.0
13,4.0,6.696328804296375,2.6963288042963747,51.616226038608396,77.52385297492393,537.9175964571268,0.0
14,4.0,6.792914341449149,2.7929143414491486,51.075538476241654,77.52013489889097,557.1864111191051,0.0
15,4.0,6.896587298224086,2.8965872982240857,50.502044735023254,77.51791776759417,577.8691659957051,0.0
16,4.0,7.007946086410215,3.0079460864102154,49.894774215425464,77.5173531180634,600.085244238838,0.0
17,4.0,7.127779861674777,3.127779861674777,49.252403172998505,77.51822077819291,623.992082404118,0.0
18,4.0,7.256925978274789,3.256925978274789,48.573353966706534,77.52010047009925,630.0,0.0
19,4.0,7.397386003308779,3.397386003308779,47.849530494316625,77.52240021772982,630.0,0.0
20,4.0,7.551900203559664,3.551900203559664,47.06989880204895,77.52458973601313,630.0,0.0
21,4.0,7.721106315741143,3.7211063157411433,46.238635634767796,77.52623533850274,630.0,0.0
22,4.0,7.9059354730986975,3.9059354730986975,45.35885579030221,77.52712357346049,630.0,0.0
23,4.0,8.107865588278136,4.107865588278136,44.430803172582266,77.52720622115133,630.0,0.0
24,4.0,8.329055667219253,4.329055667219253,43.453031381406035,77.52662102886212,630.0,0.0
25,4.0,8.572294955957016,4.572294955957016,42.42222967675715,77.52562947633419,630.0,0.0
26,4.0,8.841186826915377,4.8411868269153775,41.334126737813335,77.52447969785688,630.0,0.0
27,4.0,9.140231390709049,5.140231390709049,40.18346339595909,77.52346757058822,630.0,0.0
28,4.0,9.47506950713231,5.475069507132311,38.9642515659132,77.52275141599556,630.0,0.0
29,4.0,9.846735349073075,5.846735349073075,37.69317899511892,77.52243467821069,630.0,0.0
30,4.0,10.244890037845387,6.244890037845387,36.42636235075532,77.52248974511173,630.0,0.0
31,4.0,10.675324074279843,6.6753240742798425,35.15367088962637,77.5228408796734,630.0,0.0
32,4.0,11.081195083727215,7.081195083727215,34.06020918665431,77.52335046215248,630.0,0.0
33,4.0,11.5572244979378,7.557224497937799,32.84836373191087,77.52388753084492,630.0,0.0
34,4.0,12.01427093927022,8.01427093927022,31.787165635990917,77.52434889418845,630.0,0.0
35,4.0,12.567781226102918,8.567781226102918,30.571948483165123,77.52465872079057,630.0,0.0
36,4.0,13.091520572246363,9.091520572246363,29.530449066700726,77.52478261318245,630.0,0.0
37,4.0,13.732224543609842,9.732224543609842,28.329947616653538,77.52472066677348,630.0,0.0
38,4.0,14.331287409826487,10.331287409826487,27.319363123969353,77.5245346693648,630.0,0.0
39,4.0,15.07463137900282,11.07463137900282,26.1410086844703,77.52426618284069,630.0,0.0
40,4.0,17.28352449679985,13.28352449679985,22.95302635195318,77.5240045756642,630.0,0.0
41,4.0,21.711313991143374,17.711313991143374,18.40427224873914,77.52379115587745,630.0,0.0
