Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Decel (m/s^2)
0,4.0,10.205555906476317,6.205555906476317,55.33202414761019,77.52205529532537,630.0,0.0
1,4.0,10.400096766807073,6.4000967668070725,54.40638075687702,77.53029037736933,630.0,0.0
2,4.0,10.566284695062636,6.566284695062636,53.6622770848829,77.53568176415595,630.0,0.0
3,4.0,10.679185111260427,6.679185111260427,53.20806689428216,77.5376923548403,630.0,0.0
4,4.0,10.728715450170023,6.728715450170023,53.07611218100069,77.53655633535458,630.0,0.0
5,4.0,10.730830508947108,6.730830508947108,53.17923738421618,77.5331000253569,630.0,0.0
6,4.0,10.700819874241798,6.700819874241798,53.44124187399547,77.52849368281478,630.0,0.0
7,4.0,10.649240283518218,6.649240283518218,53.81163593083457,77.52385297492393,630.0,0.0
8,4.0,10.583447796549246,6.583447796549246,54.256514681387614,77.52013489889097,630.0,0.0
9,4.0,10.508810343527674,6.508810343527674,54.750796700060654,77.51791776759417,630.0,0.0
10,4.0,10.429264544984376,6.429264544984376,55.27576029470039,77.5173531180634,630.0,0.0
11,4.0,10.347377271537232,6.347377271537232,55.81883817185771,77.51822077819291,630.0,0.0
12,4.0,10.264824148123154,6.264824148123154,56.371559126391844,77.52010047009925,630.0,0.0
13,4.0,10.182727818940556,6.182727818940556,56.92821573643158,77.52240021772982,630.0,0.0
14,4.0,10.101716624619897,6.101716624619897,57.4849629933367,77.52458973601313,630.0,0.0
15,4.0,10.022211191179505,6.022211191179505,58.03920477294206,77.52623533850274,630.0,0.0
16,4.0,9.944446151505327,5.944446151505327,58.58923299071648,77.52712357346049,630.0,0.0
17,4.0,9.868565801499832,5.868565801499832,59.1339329232223,77.52720622115133,630.0,0.0
18,4.0,9.79461045634338,5.79461045634338,59.67259824588552,77.52662102886212,630.0,0.0
19,4.0,9.722573070844295,5.722573070844295,60.2047810209565,77.52562947633419,630.0,0.0
20,4.0,9.652429198692053,5.652429198692053,60.73025093062499,77.52447969785688,630.0,0.0
21,4.0,9.584100758369022,5.584100758369022,61.24915202667276,77.52346757058822,630.0,0.0
22,4.0,9.51726483054134,5.51726483054134,61.76310889737002,77.52275141599556,630.0,0.0
23,4.0,9.451488829857626,5.451488829857626,62.27455500448201,77.52243467821069,630.0,0.0
