Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Decel (m/s^2)
0,4.0,10.85343986019146,6.853439860191459,49.50139827920622,77.51822077819291,630.0,0.0
1,4.0,11.065383720315419,7.065383720315419,48.68199333516488,77.52010047009925,630.0,0.0
2,4.0,11.243850986800775,7.2438509868007745,48.039223537003465,77.52240021772982,630.0,0.0
3,4.0,11.35883338546043,7.35883338546043,47.683514279415604,77.52458973601313,630.0,0.0
4,4.0,11.400128395782948,7.400128395782948,47.64161389996286,77.52623533850274,630.0,0.0
5,4.0,11.388423152194623,7.388423152194623,47.82109535523242,77.52712357346049,630.0,0.0
6,4.0,11.341659147147313,7.341659147147313,48.147977777399035,77.52720622115133,630.0,0.0
7,4.0,11.272061585591777,7.272061585591777,48.57408193454612,77.52662102886212,630.0,0.0
8,4.0,11.187819497765345,7.187819497765345,49.06754797427066,77.52562947633419,630.0,0.0
9,4.0,11.094489657627193,7.094489657627193,49.606751419864665,77.52447969785688,630.0,0.0
10,4.0,10.995834927927419,6.995834927927419,50.17690978293087,77.52346757058822,630.0,0.0
11,4.0,10.894400725394542,6.894400725394542,50.76777734867458,77.52275141599556,630.0,0.0
12,4.0,10.79187221720157,6.79187221720157,51.37217184064418,77.52243467821069,630.0,0.0
13,4.0,10.689391594533337,6.689391594533337,51.98504316308699,77.52248974511173,630.0,0.0
14,4.0,10.587969334460434,6.587969334460434,52.60176102147297,77.5228408796734,630.0,0.0
15,4.0,10.488386442304439,6.488386442304439,53.21816752893217,77.52335046215248,630.0,0.0
16,4.0,10.391093489668005,6.391093489668005,53.831502367500065,77.52388753084492,630.0,0.0
17,4.0,10.296360357503001,6.296360357503001,54.43994011568461,77.52434889418845,630.0,0.0
18,4.0,10.204295532316076,6.204295532316076,55.042325524025955,77.52465872079057,630.0,0.0
19,4.0,10.114933928504422,6.114933928504422,55.637930621677626,77.52478261318245,630.0,0.0
20,4.0,10.028207550831592,6.028207550831592,56.22628509403676,77.52472066677348,630.0,0.0
21,4.0,9.944090543875554,5.944090543875554,56.807146069345315,77.5245346693648,630.0,0.0
22,4.0,9.862493849710177,5.862493849710177,57.380395272725195,77.52426618284069,630.0,0.0
23,4.0,9.783307703964322,5.783307703964322,57.94598056527305,77.5240045756642,630.0,0.0
24,4.0,9.706455062541373,5.706455062541373,58.50391582716769,77.52379115587745,630.0,0.0
25,4.0,9.631811345248076,5.631811345248076,59.05424079642694,77.52366713626235,630.0,0.0
26,4.0,9.559265943882714,5.559265943882714,59.597019913642484,77.52363264402429,630.0,0.0
27,4.0,9.488804155402372,5.488804155402372,60.132327342705146,77.52368089509368,630.0,0.0
28,4.0,9.420267717608175,5.420267717608175,60.66025988208582,77.52378418127776,630.0,0.0
29,4.0,9.353594641305728,5.353594641305728,61.18099107261463,77.52391501649595,630.0,0.0
30,4.0,9.288486003542522,5.288486003542522,61.69611996340088,77.52403202958077,630.0,0.0
31,4.0,9.224459740180789,5.224459740180789,62.20828962585215,77.5241214935213,630.0,0.0
32,4.0,9.161254213053793,5.161254213053793,62.719307723883375,77.524162865068,630.0,0.0
33,4.0,9.098642627946118,5.098642627946118,63.230452945653454,77.52416292853698,630.0,0.0
34,4.0,9.036486729107892,5.036486729107892,63.74262897116347,77.5241354110137,630.0,0.0
35,4.0,8.974690406056588,4.974690406056588,64.25648721275222,77.52409410276579,630.0,0.0
36,4.0,8.913169074542731,4.913169074542731,64.7725550542461,77.524048068832,630.0,0.0
37,4.0,8.85186874076083,4.85186874076083,65.29122639787795,77.52399952850556,630.0,0.0
38,4.0,8.790752433431235,4.790752433431235,65.81281681130139,77.5239680138164,630.0,0.0
39,4.0,8.729790004870244,4.729790004870244,66.33760258531503,77.52394819853319,630.0,0.0
40,4.0,8.668935545675847,4.668935545675847,66.8658323465619,77.52394694810108,630.0,0.0
41,4.0,8.608163207233465,4.608163207233465,67.39778716624222,77.52394888413727,630.0,0.0
42,4.0,8.547411058068116,4.547411058068116,67.9340466859486,77.52394128902638,630.0,0.0
43,4.0,8.486612303416418,4.486612303416418,68.47518991615196,77.5239436520691,630.0,0.0
44,4.0,8.425702416118064,4.425702416118064,69.02172323718005,77.52397104318348,630.0,0.0
45,4.0,8.364656052224786,4.364656052224786,69.57407250364108,77.5240021440722,630.0,0.0
46,4.0,8.303465752137054,4.303465752137054,70.13263319557886,77.5240266819181,630.0,0.0
47,4.0,8.242077313018616,4.242077313018616,70.69777792466037,77.52405000386462,630.0,0.0
48,4.0,8.180443290568656,4.180443290568656,71.26987262149018,77.5240463500926,630.0,0.0
49,4.0,8.118560285488128,4.118560285488128,71.84928105654764,77.52403548124852,630.0,0.0
50,4.0,8.056410123109528,4.0564101231095275,72.43636162145835,77.5240211533479,630.0,0.0
51,4.0,7.993978026966786,3.9939780269667864,73.03150944747296,77.52400753726829,630.0,0.0
52,4.0,7.931234146735596,3.931234146735596,73.63513270923235,77.52397730800392,630.0,0.0
53,4.0,7.8681717144093355,3.8681717144093355,74.24748601119866,77.52396375393664,630.0,0.0
