Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Decel (m/s^2)
0,4.0,9.542419877766614,5.542419877766614,54.25683420527433,77.51791776759417,630.0,0.0
1,4.0,9.780619733754149,5.780619733754149,53.058023207362744,77.5173531180634,630.0,0.0
2,4.0,9.958565802616294,5.9585658026162935,52.23524326797556,77.51822077819291,630.0,0.0
3,4.0,10.078221293965575,6.078221293965575,51.74180531111565,77.52010047009925,630.0,0.0
4,4.0,10.133407199562155,6.133407199562155,51.587438288009835,77.52240021772982,630.0,0.0
5,4.0,10.140279166040656,6.140279166040656,51.679633927355184,77.52458973601313,630.0,0.0
6,4.0,10.114492008235787,6.114492008235787,51.93798056688613,77.52623533850274,630.0,0.0
7,4.0,10.0668716988583,6.0668716988583,52.30915366031136,77.52712357346049,630.0,0.0
8,4.0,10.004847407818495,6.004847407818495,52.75761348904815,77.52720622115133,630.0,0.0
9,4.0,9.933512498877876,5.933512498877876,53.2591710061173,77.52662102886212,630.0,0.0
10,4.0,9.85659080704062,5.85659080704062,53.79593568678202,77.52562947633419,630.0,0.0
11,4.0,9.776883076063932,5.776883076063932,54.353794790913334,77.52447969785688,630.0,0.0
12,4.0,9.696259072372632,5.696259072372632,54.92316715057488,77.52346757058822,630.0,0.0
13,4.0,9.615904222978129,5.615904222978129,55.497571944263264,77.52275141599556,630.0,0.0
14,4.0,9.536596463371534,5.536596463371534,56.07267892820972,77.52243467821069,630.0,0.0
15,4.0,9.458760480686614,5.458760480686614,56.64557934516805,77.52248974511173,630.0,0.0
16,4.0,9.38267041182707,5.382670411827069,57.2143758155682,77.5228408796734,630.0,0.0
17,4.0,9.308463888871529,5.308463888871529,57.7777898377504,77.52335046215248,630.0,0.0
18,4.0,9.236163957281436,5.236163957281436,58.33505441534363,77.52388753084492,630.0,0.0
19,4.0,9.165803869168917,5.165803869168917,58.885666973263255,77.52434889418845,630.0,0.0
20,4.0,9.097318634495268,5.097318634495268,59.42934925796685,77.52465872079057,630.0,0.0
21,4.0,9.030733948570765,5.030733948570765,59.96596374838437,77.52478261318245,630.0,0.0
22,4.0,8.965920263057717,4.965920263057717,60.49545581227729,77.52472066677348,630.0,0.0
23,4.0,8.902834306526742,4.902834306526742,61.017828253504696,77.5245346693648,630.0,0.0
24,4.0,8.841286575865512,4.841286575865512,61.53416771068086,77.52426618284069,630.0,0.0
25,4.0,8.780844896185213,4.780844896185213,62.046879431682534,77.5240045756642,630.0,0.0
26,4.0,8.721216701635871,4.721216701635871,62.5579678122075,77.52379115587745,630.0,0.0
27,4.0,8.662177894796322,4.662177894796322,63.06886315957338,77.52366713626235,630.0,0.0
28,4.0,8.603569555667802,4.603569555667802,63.580558280468246,77.52363264402429,630.0,0.0
29,4.0,8.545295822528738,4.545295822528738,64.09377598609633,77.52368089509368,630.0,0.0
30,4.0,8.487274419942922,4.487274419942922,64.6090711826498,77.52378418127776,630.0,0.0
31,4.0,8.429448855116766,4.429448855116766,65.12685333820406,77.52391501649595,630.0,0.0
32,4.0,8.371792861804906,4.371792861804906,65.64747402563799,77.52403202958077,630.0,0.0
33,4.0,8.314244799680033,4.314244799680033,66.17122060536549,77.5241214935213,630.0,0.0
34,4.0,8.256792989572919,4.256792989572919,66.69833785759064,77.524162865068,630.0,0.0
35,4.0,8.199409760406095,4.199409760406095,67.22907899314335,77.52416292853698,630.0,0.0
36,4.0,8.142036344939754,4.142036344939754,67.76390777155811,77.5241354110137,630.0,0.0
37,4.0,8.084615827252373,4.084615827252373,68.30346316611171,77.52409410276579,630.0,0.0
