Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Decel (m/s^2)
66,4.0,5.419901494914201,1.4199014949142006,120.78155002640058,77.43787348782006,283.27034823538304,0.0
67,4.0,5.417641372859838,1.4176413728598378,120.4330458036217,77.43787118888852,282.81945388553765,0.0
68,4.0,5.416038127465151,1.4160381274651508,120.07293699210727,77.43786309496811,282.49960642929756,0.0
69,4.0,5.4151410239111755,1.4151410239111755,119.70065435669885,77.43784056731775,282.32063427027947,0.0
70,4.0,5.414924330884847,1.4149243308848467,119.3169305472316,77.437844849957,338.7415308655828,0.0
71,4.0,5.414137529424271,1.4141375294242708,118.94917023658165,77.4378612590342,338.5845639741979,0.0
72,4.0,5.410734572830156,1.4107345728301564,118.64197957887185,77.43785909511394,337.9056741336721,0.0
73,4.0,5.405074103660747,1.4050741036607466,118.38643644490367,77.437865958402,336.7764105343748,0.0
74,4.0,5.397819828324624,1.3978198283246241,118.16774495612947,77.43787537640611,335.3291826048184,0.0
75,4.0,5.389382300832329,1.3893823008323292,117.97648079543971,77.43787543197648,333.64589587010556,0.0
76,4.0,5.380180513401704,1.3801805134017036,117.80322177137812,77.43786581957708,331.8101392776957,0.0
77,4.0,5.370530058590134,1.370530058590134,117.64058462476235,77.43786837191121,329.8848735427876,0.0
78,4.0,5.360706845691688,1.3607068456916878,117.48292123037955,77.43788004880226,327.9251425695476,0.0
79,4.0,5.350896809448263,1.3508968094482627,117.32583239741905,77.43787518133279,325.9680403389843,0.0
80,4.0,5.341249189001039,1.3412491890010392,117.16601264631865,77.43787201241163,324.0433400597632,0.0
81,4.0,5.331874868982008,1.3318748689820081,117.00101174730203,77.43785470652486,322.1731632159665,0.0
82,4.0,5.322861430461599,1.3228614304615993,116.82900863521249,77.43784270746042,320.37498223114494,0.0
83,4.0,5.314280366712312,1.3142803667123122,116.64875515102753,77.43785122318664,318.6630600131622,0.0
84,4.0,5.3061507916927075,1.3061507916927075,116.45941912942514,77.437854328588,317.041209796751,0.0
85,4.0,5.298533926213151,1.2985339262131506,116.26050230833167,77.43785327305181,315.5216451335794,0.0
86,4.0,5.291413014655524,1.2914130146555243,116.05179277321596,77.43785244047005,314.101023277833,0.0
87,4.0,5.28480422217427,1.2848042221742704,115.83321217855118,77.43785179613556,312.78256917782284,0.0
88,4.0,5.278718973315964,1.2787189733159643,115.60488513120029,77.43784456660363,311.5685620305907,0.0
89,4.0,5.273150235540774,1.2731502355407738,115.36704588072858,77.43785332405814,310.45759884444027,0.0
90,4.0,5.268077570626598,1.2680775706265983,115.11998891469509,77.43785082763343,309.4456021940622,0.0
91,4.0,5.263513858483087,1.263513858483087,114.86408541889448,77.43786498307094,308.53514162143176,0.0
92,4.0,5.259407663425322,1.2594076634253222,114.59976911598906,77.43786506655988,307.71595570740766,0.0
93,4.0,5.255778057621206,1.2557780576212059,114.32747138395241,77.43786357759025,306.9918493494865,0.0
94,4.0,5.2526025971781705,1.2526025971781705,114.04767468911378,77.43785446372938,306.35834499110086,0.0
95,4.0,5.2498587270463934,1.2498587270463934,113.76083621256339,77.43785050632903,305.8109428998114,0.0
96,4.0,5.24752385335379,1.2475238533537896,113.46747969404049,77.43784849481322,305.3451355981369,0.0
97,4.0,5.245579433796485,1.2455794337964852,113.16809649431426,77.43782413194397,304.95722389645465,0.0
98,4.0,5.244032583373861,1.244032583373861,112.86313901172345,77.43782869693382,304.6486272371411,0.0
99,4.0,5.242843204883881,1.2428432048838811,112.55311862950518,77.43785215069023,354.04824630500724,0.0
100,4.0,5.240979811961324,1.2409798119613242,112.26056242314205,77.43787084838475,353.67649941695714,0.0
101,4.0,5.236657340323116,1.2366573403231156,112.0224336621625,77.43787333911203,352.8141663251345,0.0
102,4.0,5.230482214544207,1.2304822145442067,111.82570984529751,77.43788496535113,351.58222873224224,0.0
103,4.0,5.222969149286271,1.2229691492862713,111.65870435762102,77.43787752166406,350.08337221328406,0.0
104,4.0,5.214557060254642,1.2145570602546423,111.51213555028151,77.4378687881462,348.4051604514741,0.0
105,4.0,5.205563329406038,1.2055633294060382,111.3786589521487,77.43785750631822,346.6109111471776,0.0
106,4.0,5.196267793541841,1.1962677935418409,111.25253072422127,77.43785352944225,344.7564517422702,0.0
107,4.0,5.1868682753066295,1.1868682753066295,111.12928490693805,77.43785324585352,342.88124785434553,0.0
108,4.0,5.177530478382342,1.1775304783823417,111.0055149260396,77.43784748840804,341.0183573679501,0.0
109,4.0,5.168377639395092,1.168377639395092,110.87861036885256,77.43784473790515,339.1923659899938,0.0
110,4.0,5.1594889267430295,1.1594889267430295,110.74665325325779,77.43785645353464,337.41906781590734,0.0
111,4.0,5.1509461807579875,1.1509461807579875,110.60824823163325,77.43784417440789,335.71478999189145,0.0
112,4.0,5.142788263011764,1.1427882630117638,110.4624108530527,77.43784818472295,334.0872854015198,0.0
113,4.0,5.135067506614219,1.1350675066142193,110.3085036909422,77.43785374450076,332.5469945002097,0.0
114,4.0,5.127781198106153,1.1277811981061534,110.14615542396004,77.43784426242682,331.0933759528506,0.0
115,4.0,5.1209511412884146,1.1209511412884146,109.97521282905603,77.43785010621487,329.7307796177116,0.0
116,4.0,5.11457899581494,1.1145789958149397,109.79567173253382,77.43783850133453,328.45953659575343,0.0
117,4.0,5.1086740497922545,1.1086740497922545,109.60763928095666,77.43783579409154,327.2814998642277,0.0
118,4.0,5.103213859904121,1.1032138599041206,109.41133087777477,77.43784305997416,326.192191981545,0.0
119,4.0,5.098199842405229,1.0981998424052293,109.20704266372695,77.43785558097616,325.19189549051623,0.0
120,4.0,5.093622130612669,1.093622130612669,108.99510755443407,77.43786887004234,324.2786419879004,0.0
121,4.0,5.089461597483229,1.0894615974832291,108.7758764759897,77.43787948582464,323.44861562857716,0.0
122,4.0,5.085707056409819,1.0857070564098192,108.54975115344354,77.43788147769554,322.6995846844319,0.0
123,4.0,5.082359589784863,1.082359589784863,108.31712301804967,77.43788112867566,322.0317650927532,0.0
124,4.0,5.079386449614668,1.0793864496146677,108.07845076729691,77.43786709174216,321.4386236287992,0.0
125,4.0,5.076774793344639,1.0767747933446392,107.83424682830179,77.43785655618895,320.91759820292845,0.0
126,4.0,5.074501432916829,1.0745014329168292,107.58497068288698,77.4378477826243,320.46406279758037,0.0
127,4.0,5.072551977040879,1.0725519770408791,107.33106735464551,77.43784352681485,320.07514635032834,0.0
128,4.0,5.070922895395538,1.0709228953955376,107.0729553104696,77.4378445579517,319.7501445620827,0.0
129,4.0,5.069574998386074,1.0695749983860736,106.81103105588903,77.43784240013908,362.21106263497654,0.0
130,4.0,5.067576467276933,1.0675764672769326,106.56508914334314,77.4378500424175,361.81235567870294,0.0
131,4.0,5.0635244362053395,1.0635244362053395,106.36416564331901,77.43785907010836,361.00397547992014,0.0
132,4.0,5.0579528300274745,1.0579528300274745,106.19663263104914,77.43785440213169,359.8924400474361,0.0
133,4.0,5.051314815625388,1.0513148156253882,106.05260111820076,77.43787393421181,358.56815617421984,0.0
134,4.0,5.043964155382747,1.0439641553827466,105.92437067507966,77.43787154667721,357.1016994558129,0.0
135,4.0,5.036189677448336,1.036189677448336,105.80589824972822,77.43786956400928,355.5506911078979,0.0
136,4.0,5.028211742693946,1.028211742693946,105.69247377781414,77.43786579494561,353.95909312439716,0.0
137,4.0,5.020194353927559,1.0201943539275593,105.58055908543675,77.4378519740524,352.35962406550294,0.0
138,4.0,5.012275426045966,1.0122754260459663,105.46744165865407,77.43784270984757,350.7797979531252,0.0
139,4.0,5.004545063362188,1.0045450633621877,105.35114159698357,77.43783900497768,349.23759059771135,0.0
140,4.0,4.997073676218721,0.9970736762187213,105.23023500878065,77.43785822699203,347.7470488625898,0.0
141,4.0,4.989913000604389,0.989913000604389,105.1036667551002,77.4378701468427,346.31849407753054,0.0
142,4.0,4.983096390062823,0.9830963900628227,104.97079136906052,77.43788645105282,344.95858027448804,0.0
143,4.0,4.976647325724649,0.9766473257246489,104.83115381266208,77.43788375873771,343.67199193902235,0.0
144,4.0,4.970591638854563,0.9705916388545628,104.6845206973808,77.43787540789482,342.46388240844016,0.0
145,4.0,4.964916401836163,0.9649164018361631,104.53079451590148,77.43786677535007,341.3316726232694,0.0
146,4.0,4.959640064573574,0.9596400645735743,104.37002999170339,77.43786192130916,340.27904333938295,0.0
147,4.0,4.9547526647772235,0.9547526647772235,104.2023407301905,77.43785036372603,339.304007080011,0.0
148,4.0,4.950258768644633,0.9502587686446331,104.0279258206405,77.43784193017454,338.4074748015592,0.0
149,4.0,4.946144865189135,0.9461448651891349,103.84701171088174,77.43784269486694,337.5867510621873,0.0
150,4.0,4.942403668676392,0.9424036686763921,103.65986145448215,77.43784221130412,336.8403823578951,0.0
151,4.0,4.939017001617448,0.9390170016174482,103.46677282505752,77.43786971321839,336.1647422796358,0.0
152,4.0,4.935984294864905,0.9359842948649053,103.26804585762959,77.4378792179354,335.5597172825035,0.0
153,4.0,4.933298166658425,0.9332981666584246,103.06401885753371,77.43788627944056,335.0238347053106,0.0
154,4.0,4.93093554042777,0.9309355404277699,102.85496802543744,77.43788391727915,334.552490772295,0.0
155,4.0,4.928891222666545,0.9288912226665449,102.64123605756825,77.43787433795698,334.14464937893064,0.0
156,4.0,4.927149343936242,0.9271493439362422,102.42316335063049,77.43786923289683,333.7971445722352,0.0
157,4.0,4.925714048287594,0.9257140482875936,102.20102847058722,77.43787008525457,370.5040619133859,0.0
158,4.0,4.923715947354819,0.9237159473548191,101.99246800436022,77.43786350917975,370.10544077729736,0.0
159,4.0,4.9200396587312305,0.9200396587312305,101.82029805206223,77.43786039018025,369.3720211968914,0.0
160,4.0,4.915165533908221,0.9151655339082208,101.67437748056015,77.43784779172587,368.399633294701,0.0
161,4.0,4.909464655167675,0.9094646551676746,101.54652891098782,77.4378434168583,367.262307985962,0.0
162,4.0,4.903234039467861,0.9032340394678613,101.43050807552333,77.43785798947604,366.01930015384926,0.0
163,4.0,4.896710142112081,0.8967101421120809,101.32152772081092,77.43786936067201,364.7177826313711,0.0
164,4.0,4.890048003695126,0.8900480036951262,101.21599685729416,77.43787300408819,363.38868601718866,0.0
165,4.0,4.883402988109551,0.8834029881095509,101.11119023759767,77.43787598517835,362.06300540786634,0.0
166,4.0,4.876844373275154,0.8768443732751541,101.0050969875851,77.43788162097695,360.7545617484042,0.0
167,4.0,4.870465107210434,0.8704651072104337,100.89625444170356,77.43787698305348,359.4818981684925,0.0
168,4.0,4.864311295366947,0.8643112953669467,100.78357021753887,77.43785634467801,358.25421270571684,0.0
169,4.0,4.858422793247001,0.8584227932470014,100.66633548550959,77.43785280825657,357.07945653278773,0.0
170,4.0,4.8528260637251535,0.8528260637251535,100.54405273863765,77.43784335595558,355.96290899317904,0.0
171,4.0,4.847524591997752,0.8475245919977521,100.41642773898054,77.43783916211378,354.9052653835625,0.0
172,4.0,4.842559374685081,0.8425593746850808,100.28331492185319,77.43785112849118,353.91470452968457,0.0
173,4.0,4.837900194859925,0.837900194859925,100.14467221005714,77.43785211527894,352.98519815456604,0.0
174,4.0,4.8335714224224615,0.8335714224224615,100.00057967708368,77.43785728557253,352.12160805329205,0.0
175,4.0,4.8295567052357,0.8295567052357002,99.85113440648736,77.43785005960102,351.3206719745332,0.0
176,4.0,4.825856851474156,0.825856851474156,99.69649203302407,77.43786217522977,350.5825511491051,0.0
177,4.0,4.822472466289721,0.8224724662897209,99.53684349453603,77.43786371979267,349.9073663048103,0.0
178,4.0,4.819396617416757,0.8193966174167571,99.37242092136272,77.43787056814979,349.293734454654,0.0
179,4.0,4.8166086445313985,0.8166086445313985,99.20344989590168,77.4378580551224,348.73753386402495,0.0
180,4.0,4.814110262000975,0.814110262000975,99.03017060035135,77.4378642836972,348.2391065492055,0.0
181,4.0,4.811883206362849,0.8118832063628494,98.85283524469946,77.43786139354167,347.7948089493994,0.0
182,4.0,4.809926471381133,0.8099264713811332,98.67170249048922,77.43787012836137,347.404440320547,0.0
183,4.0,4.808231214846799,0.8082312148467992,98.48701743301356,77.43787938876086,379.38230285005466,0.0
184,4.0,4.80601359366059,0.8060135936605901,98.31472334607474,77.43787794240066,378.93988742340593,0.0
185,4.0,4.802378344992609,0.8023783449926087,98.17297113628896,77.43787481193348,378.21465531414367,0.0
186,4.0,4.797729540726108,0.7977295407261078,98.05280521077098,77.43786952039764,377.2872188629767,0.0
187,4.0,4.7924138824372635,0.7924138824372635,97.94731094795418,77.43785941782632,376.2267450343523,0.0
188,4.0,4.786664202055479,0.786664202055479,97.8512254093484,77.43785160092985,375.0796837981863,0.0
189,4.0,4.780696166137441,0.7806961661374414,97.76057224075224,77.43785416523217,373.88906063253773,0.0
190,4.0,4.774645645144833,0.7746456451448331,97.67236342592938,77.43785650327257,372.68198169451244,0.0
191,4.0,4.768606667396851,0.7686066673968508,97.58442171291705,77.43786600960726,371.47720563378994,0.0
192,4.0,4.76267937305249,0.7626793730524897,97.49508012451552,77.43786469007398,370.2947104120899,0.0
193,4.0,4.756903230737833,0.7569032307378327,97.40313675496591,77.43785650991978,369.14237002031587,0.0
194,4.0,4.751337755636938,0.7513377556369383,97.30778893370682,77.43785752108715,368.0320577376874,0.0
195,4.0,4.746004435929413,0.7460044359294127,97.20845257511877,77.43785601844452,366.968060456036,0.0
196,4.0,4.740935269297132,0.7409352692971316,97.10470588374362,77.43785724913245,365.95676171289597,0.0
197,4.0,4.736133965306653,0.736133965306653,96.99634560282583,77.43786690926093,364.9989015667955,0.0
198,4.0,4.7316108399529035,0.7316108399529035,96.88325773905764,77.43785923829681,364.09653805872244,0.0
199,4.0,4.727365660703849,0.7273656607038488,96.7654694233221,77.43785645028565,363.24962479853605,0.0
200,4.0,4.723399098464543,0.7233990984645429,96.64301284497942,77.43785473894926,362.4582956317945,0.0
201,4.0,4.719715528389331,0.7197155283893313,96.51600485516606,77.43785664235355,361.7234234017898,0.0
202,4.0,4.716298691503268,0.7162986915032681,96.38457736671272,77.43785992682221,361.04176444302016,0.0
203,4.0,4.713148971666931,0.7131489716669313,96.2489312431229,77.43785355169075,360.413395335671,0.0
204,4.0,4.71027249205898,0.71027249205898,96.10921321064406,77.43785886435762,359.8395376538847,0.0
205,4.0,4.70764716486119,0.7076471648611902,95.96561405674856,77.43786285019874,359.31578487792564,0.0
206,4.0,4.705260277985941,0.7052602779859409,95.81838219171743,77.43785691849583,358.8396009463134,0.0
207,4.0,4.7031122188983385,0.7031122188983385,95.66770918521772,77.43785448998754,358.41106315833673,0.0
208,4.0,4.701206201127563,0.7012062011275626,95.51379702248518,77.43785867373015,358.0308126130669,0.0
209,4.0,4.6995220887297195,0.6995220887297195,95.35684289744164,77.43784917801038,385.672959614687,0.0
210,4.0,4.697377563502373,0.6973775635023731,95.21090812635438,77.43785153501703,385.2451268318314,0.0
211,4.0,4.694014634351274,0.6940146343512739,95.0906185505759,77.43784005001748,384.57422246618705,0.0
212,4.0,4.689817806411154,0.6898178064111544,94.98818007211227,77.43784816688019,383.73695529213325,0.0
213,4.0,4.685070675484514,0.6850706754845142,94.89774821211977,77.43834404973461,382.7899026722685,0.0
214,4.0,4.679992635492697,0.6799926354926971,94.81488035964021,77.4384735095112,381.776833693901,0.0
215,4.0,4.674730213091281,0.6747302130912809,94.73629747442081,77.43827523669407,380.72698042481846,0.0
216,4.0,4.669412433840345,0.6694124338403453,94.65956622468434,77.43811318809824,379.6660834642569,0.0
217,4.0,4.664131325294781,0.6641313252947807,94.58285562174426,77.43772559894205,378.6125023094167,0.0
218,4.0,4.658947412540597,0.6589474125405967,94.50485874322395,77.43755294284759,377.57831171495695,0.0
219,4.0,4.6539066801059,0.6539066801058997,94.42458120571993,77.4374932349069,376.57268559423494,0.0
220,4.0,4.649034953363224,0.6490349533632243,94.34136601160532,77.43752312517138,375.60077610907115,0.0
221,4.0,4.644381982391224,0.6443819823912236,94.25475037406498,77.43761697084591,374.672508400157,0.0
222,4.0,4.639939398927189,0.6399393989271891,94.16443850732801,77.43773946939828,373.7862129990822,0.0
223,4.0,4.635731253799845,0.635731253799845,94.07025063898799,77.43786414695462,372.946688046177,0.0
224,4.0,4.631762402768325,0.6317624027683246,93.97210829699537,77.43795742040018,372.1549022653887,0.0
225,4.0,4.628032388073759,0.628032388073759,93.8700228484743,77.43802662775973,371.41076433382284,0.0
226,4.0,4.624544776336553,0.6245447763365526,93.76405891580256,77.43804713533956,370.71498579225016,0.0
227,4.0,4.621289672690103,0.6212896726901027,93.65429713855048,77.43801978591847,370.06559261478344,0.0
228,4.0,4.618278070781637,0.6182780707816367,93.54085197649403,77.43796187384959,369.46477803404446,0.0
229,4.0,4.6154893057026545,0.6154893057026545,93.42388467459536,77.43789607668114,368.90841940078747,0.0
230,4.0,4.612922654588123,0.6129226545881226,93.30354247609604,77.43785441542589,368.3963725034384,0.0
231,4.0,4.6105788168734625,0.6105788168734625,93.1799927797417,77.43780700573699,367.9287768793637,0.0
232,4.0,4.60843646216091,0.6084364621609097,93.05341409847298,77.43777986295771,367.50137711420945,0.0
233,4.0,4.6065137550574295,0.6065137550574295,92.9239562159027,77.43777942348937,367.1177970470651,0.0
234,4.0,4.604784911569547,0.6047849115695474,92.79180767909693,77.43777684352025,390.9727915980241,0.0
235,4.0,4.602651169672429,0.6026511696724288,92.66895241900508,77.43779262732954,390.54711008954894,0.0
236,4.0,4.599506355151961,0.599506355151961,92.56766444863825,77.4378225265218,389.9197195927156,0.0
237,4.0,4.59566504810176,0.5956650481017602,92.48122867868541,77.43784972950085,389.15337883620055,0.0
238,4.0,4.591365856427781,0.5913658564277808,92.40464621299986,77.43786789841151,388.2956900972417,0.0
239,4.0,4.5868057547681005,0.5868057547681005,92.33422594695405,77.43789665411022,387.3859498161354,0.0
240,4.0,4.5820895764192136,0.5820895764192136,92.26718586992494,77.43790857346445,386.44507223553245,0.0
241,4.0,4.5773453043365775,0.5773453043365775,92.20152459054552,77.43790429067249,385.49858995504655,0.0
242,4.0,4.572631425747997,0.5726314257479972,92.1357002883433,77.4378817417357,384.5581711766248,0.0
243,4.0,4.56800912649071,0.5680091264907103,92.06862184920828,77.43784809874718,383.6360224747961,0.0
244,4.0,4.563524955578032,0.563524955578032,91.99949552159298,77.43784578684884,382.7414303777167,0.0
245,4.0,4.559185231823538,0.5591852318235384,91.92779051060904,77.43781558788807,381.8756554886953,0.0
246,4.0,4.555042561738405,0.5550425617384054,91.85310871857922,77.43781134773276,381.04919280671123,0.0
247,4.0,4.551085026179767,0.5510850261797673,91.77523944886346,77.43781820881715,380.25966446276294,0.0
248,4.0,4.547335772604122,0.5473357726041224,91.69403423511352,77.43783100619429,379.5116883744218,0.0
249,4.0,4.543792523469541,0.5437925234695413,91.60943612302437,77.43784835718554,378.80481017207285,0.0
250,4.0,4.540452480564581,0.5404524805645812,91.5214627435967,77.43785745567655,378.13847161253335,0.0
251,4.0,4.5373229461594935,0.5373229461594935,91.43017712961326,77.4378804107108,377.5141294987183,0.0
252,4.0,4.534398058581236,0.5343980585812362,91.3356214349968,77.43787595064691,376.93061442685604,0.0
253,4.0,4.531674552141048,0.5316745521410482,91.2379466784522,77.43787468188422,376.3872748920385,0.0
254,4.0,4.529154349315605,0.529154349315605,91.13723073343954,77.43787449873633,375.88449442836253,0.0
255,4.0,4.526824432256368,0.526824432256368,91.03364376526105,77.437865859351,375.4196759750448,0.0
256,4.0,4.524689011690813,0.5246890116908132,90.92730403669422,77.43787041291786,374.9936595722166,0.0
257,4.0,4.522731144202815,0.5227311442028153,90.81839763149782,77.43786465242366,395.5381565748245,0.0
258,4.0,4.520445637607504,0.5204456376075042,90.71714410705785,77.43786925838266,395.0821980090599,0.0
259,4.0,4.517321927599761,0.5173219275997614,90.63366621104392,77.43787516548096,394.4590178625152,0.0
260,4.0,4.513639981525909,0.513639981525909,90.56206285892183,77.43786727434194,393.72446962078163,0.0
261,4.0,4.509608910916119,0.5096089109161186,90.49807293705838,77.43786810483786,392.92027103412846,0.0
262,4.0,4.505376064676955,0.5053760646769554,90.43854901854486,77.4378605059254,392.07581820941544,0.0
263,4.0,4.501067517013697,0.5010675170136967,90.38120205095281,77.43785831358399,391.2162629505953,0.0
264,4.0,4.496764874251685,0.49676487425168503,90.32432899108429,77.43785576028989,390.35788571957397,0.0
265,4.0,4.492527279978911,0.4925272799789111,90.26669414891202,77.43785897026308,389.51248566215554,0.0
266,4.0,4.488394008418084,0.48839400841808356,90.20742898356846,77.43784975487851,388.6878979857705,0.0
267,4.0,4.484409262540189,0.484409262540189,90.14587728576106,77.43784973770948,387.8929411831305,0.0
268,4.0,4.4805854794295055,0.48058547942950547,90.0816235198869,77.43785136934103,387.13009645254914,0.0
269,4.0,4.476935515972998,0.47693551597299777,90.0144398630798,77.4378582364996,386.4019287429759,0.0
270,4.0,4.473473677999981,0.47347367799998086,89.9441805532711,77.43786061085574,385.711292067359,0.0
271,4.0,4.470206971176375,0.470206971176375,89.87078020091269,77.43785445648,385.05958405604963,0.0
272,4.0,4.467125326692881,0.467125326692881,89.79424102991501,77.43785668411066,384.44479598159256,0.0
273,4.0,4.464245779379598,0.4642457793795982,89.71461747624731,77.43784762402426,383.87032629259267,0.0
274,4.0,4.461116313011468,0.46111631301146794,89.63192299568969,77.43784476902381,383.2459977521507,0.0
