Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Decel (m/s^2)
0,4.0,9.476532000505687,5.476532000505687,54.70784703932908,77.5173531180634,630.0,0.0
1,4.0,9.664364342824198,5.664364342824198,53.76545816294844,77.51822077819291,630.0,0.0
2,4.0,9.824589902020717,5.824589902020717,53.01164428176038,77.52010047009925,630.0,0.0
3,4.0,9.933728364176224,5.933728364176224,52.553826782799604,77.52240021772982,630.0,0.0
4,4.0,9.98257820384918,5.9825782038491795,52.42184172228555,77.52458973601313,630.0,0.0
5,4.0,9.986387846332205,5.986387846332205,52.52687346472162,77.52623533850274,630.0,0.0
6,4.0,9.959735675551096,5.959735675551096,52.79177209872811,77.52712357346049,630.0,0.0
7,4.0,9.912676441781713,5.912676441781713,53.16553909132823,77.52720622115133,630.0,0.0
8,4.0,9.852151788698542,5.852151788698542,53.61401641621998,77.52662102886212,630.0,0.0
9,4.0,9.783002819003801,5.783002819003801,54.11328789251583,77.52562947633419,630.0,0.0
10,4.0,9.70896641904247,5.70896641904247,54.64454461439398,77.52447969785688,630.0,0.0
11,4.0,9.632565185544074,5.632565185544074,55.19472015198193,77.52346757058822,630.0,0.0
12,4.0,9.555418073356941,5.555418073356941,55.75502683750334,77.52275141599556,630.0,0.0
13,4.0,9.478619864301747,5.478619864301747,56.31954444198539,77.52243467821069,630.0,0.0
14,4.0,9.402812441603338,5.402812441603338,56.88427906017629,77.52248974511173,630.0,0.0
15,4.0,9.328414066856691,5.328414066856691,57.44657074968192,77.5228408796734,630.0,0.0
16,4.0,9.25568009267153,5.255680092671531,58.004657224505344,77.52335046215248,630.0,0.0
17,4.0,9.184690816551324,5.184690816551324,58.557367738680355,77.52388753084492,630.0,0.0
18,4.0,9.115502594137183,5.115502594137183,59.10396679799245,77.52434889418845,630.0,0.0
19,4.0,9.048109343839272,5.048109343839272,59.64401271007019,77.52465872079057,630.0,0.0
20,4.0,8.982524090669598,4.982524090669598,60.17724528141451,77.52478261318245,630.0,0.0
21,4.0,8.918653881476027,4.918653881476027,60.703531946870484,77.52472066677348,630.0,0.0
22,4.0,8.856434511029217,4.856434511029217,61.22304853568695,77.5245346693648,630.0,0.0
23,4.0,8.795592901172258,4.795592901172258,61.737389160101266,77.52426618284069,630.0,0.0
24,4.0,8.735707301665773,4.735707301665773,62.24905501998056,77.5240045756642,630.0,0.0
25,4.0,8.676526504070807,4.676526504070807,62.7597842262286,77.52379115587745,630.0,0.0
26,4.0,8.617861600012109,4.617861600012109,63.2707840208414,77.52366713626235,630.0,0.0
27,4.0,8.55957487095295,4.55957487095295,63.78292720570355,77.52363264402429,630.0,0.0
28,4.0,8.501582710676548,4.501582710676548,64.29685981056679,77.52368089509368,630.0,0.0
29,4.0,8.44382170311656,4.44382170311656,64.81305818870575,77.52378418127776,630.0,0.0
30,4.0,8.386243099323554,4.386243099323554,65.33189559870549,77.52391501649595,630.0,0.0
31,4.0,8.328788868657682,4.328788868657682,65.85370229585348,77.52403202958077,630.0,0.0
32,4.0,8.271445871809698,4.271445871809698,66.3787324683588,77.5241214935213,630.0,0.0
33,4.0,8.214192916657478,4.214192916657478,66.90723416917682,77.524162865068,630.0,0.0
34,4.0,8.156967420787833,4.156967420787833,67.43949840720396,77.52416292853698,630.0,0.0
35,4.0,8.099752123616748,4.099752123616748,67.97612670219287,77.5241354110137,630.0,0.0
36,4.0,8.042435228520006,4.042435228520006,68.51767594478758,77.52409410276579,630.0,0.0
37,4.0,7.984998563317117,3.9849985633171174,69.06464493045048,77.524048068832,630.0,0.0
38,4.0,7.927426718654543,3.9274267186545426,69.61746835122986,77.52399952850556,630.0,0.0
39,4.0,7.8696551458560515,3.8696551458560515,70.17653151895509,77.5239680138164,630.0,0.0
40,4.0,7.811673550343044,3.811673550343044,70.74219688154238,77.52394819853319,630.0,0.0
41,4.0,7.753458771028837,3.7534587710288374,71.31484409993699,77.52394694810108,630.0,0.0
42,4.0,7.694961399634191,3.694961399634191,71.89484549453171,77.52394888413727,630.0,0.0
43,4.0,7.636187611336354,3.6361876113363536,72.48254580291503,77.52394128902638,630.0,0.0
44,4.0,7.577116118439449,3.5771161184394487,73.0783430622059,77.5239436520691,630.0,0.0
45,4.0,7.517732938253173,3.5177329382531726,73.68263962154822,77.52397104318348,630.0,0.0
46,4.0,7.458035461127771,3.4580354611277713,74.29553771510545,77.5240021440722,630.0,0.0
47,4.0,7.3982468904332865,3.3982468904332865,74.91509500298437,77.5240266819181,630.0,0.0
48,4.0,7.3387352346189685,3.3387352346189685,75.53763062219272,77.52405000386462,630.0,0.0
49,4.0,7.279748927058769,3.279748927058769,76.16054926812609,77.5240463500926,630.0,0.0
50,4.0,7.221467623069719,3.221467623069719,76.7819415657799,77.52403548124852,630.0,0.0
51,4.0,7.163970967806562,3.163970967806562,77.40050393357518,77.5240211533479,630.0,0.0
52,4.0,7.107345145940965,3.1073451459409647,78.01523126375815,77.52400753726829,619.9153566152223,0.0
53,4.0,7.051617748514744,3.0516177485147438,78.62544709295183,77.52397730800392,608.7977408286914,0.0
54,4.0,6.996813308886378,2.996813308886378,79.23064851039608,77.52396375393664,597.8642551228324,0.0
55,4.0,6.942926842273423,2.9429268422734234,79.83052877389098,77.5239727238342,587.1139050335479,0.0
56,4.0,6.889942431198808,2.889942431198808,80.42489311620311,77.52398659586906,576.543515024162,0.0
57,4.0,6.837888041733932,2.8378880417339323,81.01314917897793,77.5239867854688,566.1586643259195,0.0
58,4.0,6.7870113909577565,2.7870113909577565,81.59210441152317,77.52399341845134,556.0087724960724,0.0
59,4.0,6.737623966979286,2.737623966979286,82.15707715944818,77.5240020416766,546.1559814123675,0.0
60,4.0,6.690007399538044,2.690007399538044,82.70464522638689,77.52401088607665,536.6564762078397,0.0
61,4.0,6.64426200351703,2.6442620035170297,83.23245334139574,77.5240185930576,527.5302697016474,0.0
62,4.0,6.600478469508955,2.600478469508955,83.73887120352032,77.52402296688184,518.7954546670366,0.0
63,4.0,6.558669378960058,2.558669378960058,84.22289828158128,77.52402295512563,510.45454110253155,0.0
64,4.0,6.51882567817848,2.51882567817848,84.68400750135936,77.52402187891137,502.5057227966068,0.0
65,4.0,6.4809009413003595,2.4809009413003595,85.122039545827,77.52400604426855,494.93973778942166,0.0
66,4.0,6.444856832332344,2.444856832332344,85.53710141654115,77.52400536843794,487.7489380503026,0.0
67,4.0,6.41062569032975,2.4106256903297503,85.92942817925989,77.52400454334406,480.9198252207852,0.0
68,4.0,6.378127064953797,2.378127064953797,86.29950330048158,77.52400185978308,474.43634945828245,0.0
69,4.0,6.347282285010982,2.347282285010982,86.64784947159477,77.52399865873998,468.28281585969086,0.0
