Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Brake Torque (Nm)
0,4.0,6.839827901843026,2.8398279018430257,49.54197201046174,77.47163572995996,566.5456664176836,0.0
1,4.0,6.992696503526098,2.9926965035260977,48.662280291928674,77.46894669991785,597.0429524534565,0.0
2,4.0,7.122455765336651,3.1224557653366514,47.98081958885263,77.46716632885521,622.9299251846619,0.0
3,4.0,7.2109089003431315,3.2109089003431315,47.598168048282005,77.46134770311694,630.0,0.0
4,4.0,7.2516985093376505,3.2516985093376505,47.536640098486274,77.4570675252016,630.0,0.0
5,4.0,7.257622687064404,3.257622687064404,47.70324191065686,77.45480436057913,630.0,0.0
6,4.0,7.240104388930697,3.240104388930697,48.02259258935549,77.45208063835774,630.0,0.0
7,4.0,7.207229822700585,3.207229822700585,48.4435171464429,77.44746515938755,630.0,0.0
8,4.0,7.164266192014477,3.164266192014477,48.934117964142274,77.44534358104208,630.0,0.0
9,4.0,7.11484940022586,3.11484940022586,49.471537524097116,77.44452332461266,630.0,0.0
10,4.0,7.221693758624818,3.221693758624818,49.68194054796646,77.43293480982858,630.0,0.0
11,4.0,7.336183284214181,3.336183284214181,49.09851630126964,77.4336945342853,630.0,0.0
12,4.0,7.433406177776031,3.433406177776031,48.64907414914845,77.4347952644426,630.0,0.0
13,4.0,7.4979549447297495,3.4979549447297495,48.42334859580807,77.43695956201253,630.0,0.0
14,4.0,7.520964696916567,3.5209646969165673,48.467813704071894,77.43917985599606,630.0,0.0
15,4.0,7.5145226374815355,3.5145226374815355,48.70085960004143,77.44071573263017,630.0,0.0
16,4.0,7.488254231139294,3.488254231139294,49.06164956812829,77.44136234152943,630.0,0.0
17,4.0,7.449058448657555,3.4490584486575546,49.50780349670671,77.44114241418649,630.0,0.0
18,4.0,7.613441247639382,3.613441247639382,49.508822773749756,77.43599379339713,630.0,0.0
19,4.0,7.736369058325487,3.7363690583254874,48.90508139302482,77.43623139698144,630.0,0.0
20,4.0,7.845975170285193,3.845975170285193,48.4058146128132,77.4367446867731,630.0,0.0
21,4.0,7.918317747836431,3.918317747836431,48.147760734309436,77.43738330588148,630.0,0.0
22,4.0,7.94498614286697,3.94498614286697,48.17033021412938,77.4379929207878,630.0,0.0
23,4.0,7.938786846351908,3.938786846351908,48.391168918901535,77.43846945012443,630.0,0.0
24,4.0,7.910966050460407,3.9109660504604067,48.74304032419481,77.43872127597639,630.0,0.0
25,4.0,7.868708388692727,3.8687083886927267,49.18485474699173,77.43875075256952,630.0,0.0
26,4.0,7.81718123692878,3.8171812369287803,49.68718640775566,77.43861003955081,630.0,0.0
27,4.0,7.947954785161385,3.947954785161385,49.72002316501487,77.43743004190057,630.0,0.0
28,4.0,8.07666757919346,4.07666757919346,49.1017483326873,77.43743680227185,630.0,0.0
29,4.0,8.182282243358436,4.182282243358436,48.642971933137694,77.43754720617528,630.0,0.0
30,4.0,8.251218580709294,4.251218580709294,48.412052537682364,77.43768760483644,630.0,0.0
31,4.0,8.274282050690491,4.274282050690491,48.45226452043207,77.43783933057279,630.0,0.0
32,4.0,8.264490291915326,4.264490291915326,48.683841003630825,77.43796407390359,630.0,0.0
33,4.0,8.23308791902882,4.23308791902882,49.04245904406962,77.43805425248112,630.0,0.0
34,4.0,8.187289838402759,4.187289838402759,49.48802127930042,77.43806915887825,630.0,0.0
35,4.0,8.132245082191321,4.1322450821913215,49.99241476909383,77.43805704283336,630.0,0.0
36,4.0,8.30346099363907,4.303460993639071,49.925054738798195,77.43773421858663,630.0,0.0
37,4.0,8.435674450391154,4.435674450391154,49.30787535392441,77.43775697749608,630.0,0.0
38,4.0,8.55246881922921,4.55246881922921,48.800954494472265,77.43780669656492,630.0,0.0
39,4.0,8.628962190618122,4.628962190618122,48.535221614422255,77.43785024921661,630.0,0.0
40,4.0,8.655779064525149,4.655779064525149,48.551701337913926,77.43788516545521,630.0,0.0
41,4.0,8.647096392486826,4.6470963924868265,48.766408402000806,77.43790742405967,630.0,0.0
42,4.0,8.614750064083001,4.614750064083001,49.11424258290589,77.4379035924237,630.0,0.0
43,4.0,8.566892180978767,4.566892180978767,49.551787960123704,77.43789651357838,630.0,0.0
44,4.0,8.508933408541465,4.5089334085414645,50.05081312802376,77.43789788592603,630.0,0.0
45,4.0,8.444613267047247,4.444613267047247,50.59177549110074,77.43788963845478,630.0,0.0
46,4.0,8.376421786647409,4.376421786647409,51.16131351372951,77.4378626306039,630.0,0.0
47,4.0,8.306085144547872,4.306085144547872,51.7500747781159,77.4378462313928,630.0,0.0
48,4.0,8.23481045373337,4.23481045373337,52.351271949219566,77.43784206977298,630.0,0.0
49,4.0,8.163649694229312,4.163649694229312,52.95863809037864,77.43784038995506,630.0,0.0
50,4.0,8.093340027582792,4.0933400275827925,53.56729164801269,77.43784429532919,630.0,0.0
51,4.0,8.024364185946341,4.024364185946341,54.17398472495264,77.4378294200946,630.0,0.0
52,4.0,7.956934982363847,3.9569349823638467,54.77655786902019,77.43783409426875,630.0,0.0
53,4.0,7.891226607039125,3.8912266070391253,55.373596824118046,77.43785227076387,630.0,0.0
54,4.0,7.827302033175768,3.8273020331757683,55.964191870435684,77.43787619467537,630.0,0.0
55,4.0,7.765173254145259,3.7651732541452594,56.547785014830815,77.43791273883892,630.0,0.0
