Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Req Torque (Nm),Req Decel (m/s^2)
5728,4.0,4.155962586513558,0.15596258651355832,77.575707128937,77.52372286257135,410.72460023265984,0.0
5729,4.0,4.155864777108237,0.15586477710823665,77.57711983611759,77.52372794562805,410.70508725629816,0.0
5730,4.0,4.155748458111674,0.15574845811167393,77.57845515910982,77.52372099423376,410.6818816164839,0.0
5731,4.0,4.155643279487907,0.15564327948790702,77.57965528447335,77.5237196893744,410.6608984810424,0.0
5732,4.0,4.15554417799122,0.1555441779912199,77.58077506243919,77.52372892637943,410.64112773245336,0.0
5733,4.0,4.155432995159693,0.15543299515969267,77.58175361848292,77.52371168001683,410.61894675756366,0.0
5734,4.0,4.155379955244056,0.15537995524405623,77.58262821427212,77.52370425063697,410.60836529439416,0.0
5735,4.0,4.1553060782738,0.15530607827380027,77.58343910735834,77.52370385713822,410.59362683882813,0.0
5736,4.0,4.155242148156216,0.15524214815621562,77.58414032155179,77.52371267970305,410.58087278037,0.0
5737,4.0,4.1551679067149925,0.15516790671499248,77.58472011239768,77.52370811007724,410.566061612846,0.0
5738,4.0,4.155055072661464,0.15505507266146434,77.58525045442181,77.52370726927916,410.5435512191671,0.0
5739,4.0,4.15494825628211,0.15494825628211029,77.58574778125153,77.5237233093327,410.522241351486,0.0
5740,4.0,4.1548461301269874,0.15484613012698745,77.58623357126224,77.52373268167742,410.501867183539,0.0
5741,4.0,4.154724600041662,0.15472460004166244,77.58668840138749,77.52372445970879,410.47762193151664,0.0
5742,4.0,4.15465156754439,0.15465156754438958,77.58710690514795,77.52373096493973,410.4630519483107,0.0
5743,4.0,4.1545376461016845,0.15453764610168452,77.58751224242155,77.52372348572123,410.440324620491,0.0
5744,4.0,4.15444989046312,0.15444989046311974,77.58789832692722,77.52372268574157,410.4228173705974,0.0
5745,4.0,4.154389433535297,0.15438943353529666,77.58827043685287,77.52371944238364,410.41075621349665,0.0
5746,4.0,4.154285863868241,0.15428586386824072,77.5886279455176,77.52369887247913,410.390094064919,0.0
5747,4.0,4.154208600847758,0.1542086008477579,77.58896686440524,77.52368553144608,410.3746800923327,0.0
5748,4.0,4.1541118498383724,0.15411184983837245,77.5892863072462,77.52368674250825,410.3553782659603,0.0
5749,4.0,4.154038358689443,0.15403835868944338,77.58957133069848,77.52370387199589,410.34071678174894,0.0
5750,4.0,4.153991626470141,0.15399162647014109,77.58979954863145,77.52370866366186,410.3313937039981,0.0
5751,4.0,4.153904686213225,0.15390468621322473,77.58997544637431,77.52371164338878,410.3140491227433,0.0
5752,4.0,4.153842149590702,0.15384214959070164,77.59010215997775,77.52372098984797,410.30157306654996,0.0
5753,4.0,4.153758058453806,0.15375805845380608,77.59018187030688,77.52371950707085,410.2847968847393,0.0
5754,4.0,4.153699641963785,0.15369964196378483,77.59019526014698,77.52372599825271,410.27314279498006,0.0
5755,4.0,4.15366644915675,0.15366644915675032,77.59016066906132,77.5237263421896,410.2665208299767,0.0
