Step,Desired Gap (s),Actual Gap (s),Error (s),Ego Speed (km/h),Target Speed (km/h),Incremental Torque (Nm),Incremental Brake Torque (Nm),Vehicle Distance (m)
0,4.0,9.835251081129293,5.835251081129293,37.33144447559073,67.95954025219781,546.4225567350974,0.0,101.99003601074219
1,4.0,9.93639943981814,5.936399439818141,37.10620951572262,67.95954728798846,551.4799746695398,0.0,102.41725540161133
2,4.0,10.027925493276836,6.027925493276836,36.92190718066023,67.95953344914379,556.0562773424745,0.0,102.84725952148438
3,4.0,10.106628849544643,6.106628849544643,36.788375535951644,67.9595128072452,559.9914451558649,0.0,103.27957153320312
4,4.0,10.145624772627052,6.145624772627052,36.8005643289106,67.95949204897839,561.9412413099853,0.0,103.71242141723633
5,4.0,10.143926858284443,6.143926858284443,36.959866641066505,67.95947117434292,561.856345592855,0.0,104.14393997192383
6,4.0,10.110988236906334,6.1109882369063335,37.232703627489066,67.95947117434301,560.2094145239494,0.0,104.57206344604492
7,4.0,10.055564664479292,6.0555646644792915,37.589473668636,67.95947117434302,557.4382359025973,0.0,104.9953842163086
8,4.0,9.984716623647595,5.984716623647595,38.00696870626113,67.9594711743428,553.8958338610125,0.0,105.41355895996094
9,4.0,9.904212196856893,5.904212196856893,38.465593823234066,67.9594711743428,549.8706125214774,0.0,105.82538986206055
10,4.0,9.818279501637114,5.8182795016371145,38.950788540391784,67.95947117434278,545.5739777604884,0.0,106.2304801940918
11,4.0,9.730177383740932,5.730177383740932,39.45087881013602,67.9594712907111,541.1688718656793,0.0,106.62890243530273
12,4.0,9.642012824451749,5.642012824451749,39.95783867273883,67.9594712907111,536.7606439012202,0.0,107.02055358886719
13,4.0,9.555132073579635,5.555132073579635,40.46604245231531,67.95947129071111,532.4166063576145,0.0,107.40510559082031
14,4.0,9.470178752577413,5.470178752577413,40.97254448822961,67.9594712907111,528.1689403075034,0.0,107.78258895874023
15,4.0,9.388950120851124,5.388950120851124,41.46914932826084,67.9594712907111,524.1075087211889,0.0,108.15327072143555
16,4.0,9.312537265852335,5.312537265852335,41.95022062262117,67.9594712907111,520.2868659712494,0.0,108.51749801635742
17,4.0,9.240676858720173,5.240676858720173,42.41559479129985,67.9594712907111,516.6938456146413,0.0,108.87466812133789
18,4.0,9.173100202407392,5.173100202407392,42.86583993220757,67.95947140707946,513.3150127990023,0.0,109.22573471069336
19,4.0,9.109359382499997,5.109359382499997,43.30218264256664,67.9594714070794,510.1279718036326,0.0,109.57087326049805
20,4.0,9.049612708887835,5.049612708887835,43.72303975443137,67.9594714070794,507.1406381230245,0.0,109.91016006469727
21,4.0,8.993469962445213,4.993469962445213,44.129444389967205,67.95947140707945,504.3335008008934,0.0,110.24356460571289
22,4.0,8.94064299088368,4.9406429908836795,44.522136849396276,67.95947140707943,501.69215222281673,0.0,110.57125854492188
23,4.0,8.890697136153195,4.890697136153195,44.90275517896364,67.95947140707948,499.19485948629244,0.0,110.8935546875
24,4.0,8.84342958478819,4.84342958478819,45.2718728465491,67.95947140707962,496.83148191804224,0.0,111.21072769165039
25,4.0,8.798496430711772,4.798496430711772,45.630813365059296,67.95947140707948,494.5848242142213,0.0,111.52293014526367
26,4.0,8.755792786117022,4.755792786117022,45.97970885502467,67.95947140707949,492.44964198448383,0.0,111.8302230834961
27,4.0,8.715069631567365,4.715069631567365,46.319505187946014,67.9594714070794,490.41348425700096,0.0,112.13269805908203
28,4.0,8.676296169785648,4.6762961697856475,46.65015117436928,67.95947140707942,488.4748111679151,0.0,112.43070220947266
29,4.0,8.639271630468777,4.639271630468777,46.97235636967253,67.9594714070794,486.6235842020716,0.0,112.72415161132812
30,4.0,8.603933365689597,4.603933365689597,47.28608301354953,67.9594714070794,484.8566709631126,0.0,113.01286315917969
31,4.0,8.57016871984572,4.57016871984572,47.59192301454083,67.95947140707946,483.1684386709187,0.0,113.29744720458984
32,4.0,8.53791472568381,4.537914725683811,47.889905764768265,67.95947140707943,481.5557389628233,0.0,113.5777587890625
33,4.0,8.507046568240293,4.507046568240293,48.18062241650197,67.95947140707943,480.0123310906474,0.0,113.85411071777344
34,4.0,8.47753606911958,4.47753606911958,48.46408987192405,67.95947140707942,478.53680613461177,0.0,114.1266860961914
35,4.0,8.449236114821119,4.449236114821119,48.7408694013507,67.95947140707943,477.1218084196887,0.0,114.39530944824219
36,4.0,8.422122648642633,4.422122648642633,49.0110022833504,67.95947140707949,475.76613511076437,0.0,114.66018676757812
37,4.0,8.396091039066699,4.3960910390666985,49.27492693158385,67.95947140707955,474.46455463196764,0.0,114.92132568359375
38,4.0,8.371098264810014,4.371098264810014,49.53269501016748,67.95947140707949,473.21491591913343,0.0,115.17862701416016
39,4.0,8.347094773727154,4.347094773727154,49.78458871772181,67.95947140707958,472.0147413649904,0.0,115.43241119384766
